<<<<<<<<<<<<<<<URL	Name	id	First mention	Mentions	Last mention
/index.php/Wyl_(Blind)	Wyl (Blind)	1855	-1	0	0
/index.php/Jeyne_Waters	Jeyne Waters	821	-1	0	0
/index.php/Monterys_Velaryon	Monterys Velaryon	1152	-1	0	0
/index.php/Victor_Tyrell	Victor Tyrell	1764	-1	0	0
/index.php/Lync	Lync	1023	-1	0	0
/index.php/Boy	Boy	238	-1	0	0
/index.php/Willit	Willit	1847	-1	0	0
/index.php/Theodore_Tyrell	Theodore Tyrell	1644	-1	0	0
/index.php/Ghael	Ghael	599	291	1	291
/index.php/Castos	Castos	285	-1	0	0
/index.php/Rosamund_Lannister	Rosamund Lannister	1491	-1	0	0
/index.php/Will_(orphan)	Will (orphan)	1828	-1	0	0
/index.php/Androw_Ashford	Androw Ashford	101	-1	0	0
/index.php/Raymund_Tyrell	Raymund Tyrell	1385	-1	0	0
/index.php/Tristifer_IV_Mudd	Tristifer IV Mudd	1695	190	2	226
/index.php/Osha	Osha	1255	37	7	143
/index.php/Dorren_Stark	Dorren Stark	436	80	1	80
/index.php/Eustace_Hunter	Eustace Hunter	524	-1	0	0
/index.php/Alysanne_Targaryen	Alysanne Targaryen	84	185	2	238
/index.php/Alyn_Cockshaw	Alyn Cockshaw	66	-1	0	0
/index.php/Humfrey_Beesbury	Humfrey Beesbury	761	-1	0	0
/index.php/Mors_Manwoody	Mors Manwoody	1168	-1	0	0
/index.php/Drogo	Drogo	438	3	13	346
/index.php/Yohn_Farwynd	Yohn Farwynd	1871	-1	0	0
/index.php/Wallen	Wallen	1790	-1	0	0
/index.php/Helicent_Uffering	Helicent Uffering	716	-1	0	0
/index.php/Edwyn_Osgrey	Edwyn Osgrey	470	-1	0	0
/index.php/Galbart_Glover	Galbart Glover	550	20	4	301
/index.php/Timett_(father)	Timett (father)	1661	-1	0	0
/index.php/Yoren	Yoren	1873	13	13	121
/index.php/Kym	Kym	916	-1	0	0
/index.php/Andrey_Charlton	Andrey Charlton	97	-1	0	0
/index.php/Henly	Henly	723	-1	0	0
/index.php/Rodrik_Harlaw	Rodrik Harlaw	1455	239	2	257
/index.php/Guyne	Guyne	651	-1	0	0
/index.php/Ellaria_Sand	Ellaria Sand	486	215	3	249
/index.php/Grazdan_mo_Ullhor	Grazdan mo Ullhor	626	-1	0	0
/index.php/Aurane_Waters	Aurane Waters	142	240	6	329
/index.php/Lennocks	Lennocks	937	-1	0	0
/index.php/Mebble	Mebble	1104	-1	0	0
/index.php/Sumner_Crakehall	Sumner Crakehall	1605	156	2	261
/index.php/Roone	Roone	1484	228	1	228
/index.php/Skahaz_mo_Kandaq	Skahaz mo Kandaq	1573	277	6	342
/index.php/Walder_Haigh	Walder Haigh	1784	-1	0	0
/index.php/S%27vrone	S'vrone	1606	-1	0	0
/index.php/Steffon_Frey	Steffon Frey	1592	-1	0	0
/index.php/Anya_Waynwood	Anya Waynwood	107	238	3	269
/index.php/Walton_Frey	Walton Frey	1792	-1	0	0
/index.php/Lharys	Lharys	962	-1	0	0
/index.php/Donnis	Donnis	427	7	1	7
/index.php/Jothos_Slynt	Jothos Slynt	878	-1	0	0
/index.php/Dalbridge	Dalbridge	366	127	1	127
/index.php/Robert_Brax	Robert Brax	1435	-1	0	0
/index.php/Tybolt_Crakehall	Tybolt Crakehall	1708	-1	0	0
/index.php/Joanna_Swyft	Joanna Swyft	828	-1	0	0
/index.php/Areo_Hotah	Areo Hotah	110	230	5	313
/index.php/Ryella_Frey	Ryella Frey	1508	-1	0	0
/index.php/Doran_Martell	Doran Martell	431	91	12	313
/index.php/Serra	Serra	1548	-1	0	0
/index.php/Plummer	Plummer	1308	-1	0	0
/index.php/Lucantine_Woodwright	Lucantine Woodwright	990	-1	0	0
/index.php/Torbert	Torbert	1679	256	1	256
/index.php/Portifer_Woodwright	Portifer Woodwright	1316	-1	0	0
/index.php/Garrett_Flowers	Garrett Flowers	566	-1	0	0
/index.php/Walgrave	Walgrave	1788	228	1	228
/index.php/Utherydes_Wayn	Utherydes Wayn	1746	113	1	113
/index.php/Krazz	Krazz	908	-1	0	0
/index.php/Beren_Tallhart	Beren Tallhart	202	90	1	90
/index.php/Allar_Deem	Allar Deem	55	82	1	82
/index.php/Alyce	Alyce	60	-1	0	0
/index.php/Andrik	Andrik	99	257	1	257
/index.php/Dale_Seaworth	Dale Seaworth	368	-1	0	0
/index.php/Bethany_Fair-Fingers	Bethany Fair-Fingers	216	-1	0	0
/index.php/Daeron_Targaryen	Daeron Targaryen	356	80	2	230
/index.php/Cerrick	Cerrick	293	-1	0	0
/index.php/Eddard_Karstark	Eddard Karstark	455	63	2	159
/index.php/Turnip	Turnip	1704	-1	0	0
/index.php/Lyonel	Lyonel	1025	-1	0	0
/index.php/Donyse	Donyse	430	-1	0	0
/index.php/Liane_Vance	Liane Vance	964	-1	0	0
/index.php/Willem_Lannister	Willem Lannister	1843	165	1	165
/index.php/Alyn_Haigh	Alyn Haigh	70	-1	0	0
/index.php/Garin_(Orphans)	Garin (Orphans)	561	249	2	268
/index.php/Galtry_the_Green	Galtry the Green	555	-1	0	0
/index.php/Jon_Bettley	Jon Bettley	837	-1	0	0
/index.php/Holly	Holly	739	326	1	326
/index.php/Daella_Targaryen	Daella Targaryen	347	-1	0	0
/index.php/Pate	Pate	1280	-1	0	0
/index.php/Willow_Witch-eye	Willow Witch-eye	1849	-1	0	0
/index.php/Waldon_Wynch	Waldon Wynch	1787	-1	0	0
/index.php/Melara_Hetherspoon	Melara Hetherspoon	1116	264	1	264
/index.php/Ballabar	Ballabar	151	141	1	141
/index.php/Roro_Uhoris	Roro Uhoris	1489	-1	0	0
/index.php/Hayhead	Hayhead	715	-1	0	0
/index.php/Rodrik_Cassel	Rodrik Cassel	1451	1	25	304
/index.php/Will_(Treb)	Will (Treb)	1832	-1	0	0
/index.php/Mance_Rayder	Mance Rayder	1057	1	29	344
/index.php/Zollo	Zollo	1885	166	2	176
/index.php/Burton_Crakehall	Burton Crakehall	268	-1	0	0
/index.php/Oswyn	Oswyn	1264	-1	0	0
/index.php/Hugo_Vance	Hugo Vance	757	-1	0	0
/index.php/Aglantine	Aglantine	32	-1	0	0
/index.php/Rolfe	Rolfe	1467	-1	0	0
/index.php/Xhondo	Xhondo	1865	254	2	263
/index.php/Hugo_Wull	Hugo Wull	758	337	1	337
/index.php/Lamprey	Lamprey	921	-1	0	0
/index.php/Mylessa_Blackwood	Mylessa Blackwood	1194	-1	0	0
/index.php/Barth	Barth	164	-1	0	0
/index.php/Ryger_Rivers	Ryger Rivers	1510	-1	0	0
/index.php/Maerie_(Goodwife)	Maerie (Goodwife)	1043	-1	0	0
/index.php/Wendel_Frey	Wendel Frey	1815	-1	0	0
/index.php/Tristan_Ryger	Tristan Ryger	1693	-1	0	0
/index.php/Alester_Florent	Alester Florent	48	110	6	181
/index.php/Gormon_Peake	Gormon Peake	614	-1	0	0
/index.php/Aemond_Targaryen	Aemond Targaryen	21	-1	0	0
/index.php/Brandon_Stark_(the_daughterless)	Brandon Stark (the daughterless)	248	125	1	125
/index.php/Ralf_(Shepherd)	Ralf (Shepherd)	1368	246	1	246
/index.php/Manfred_Lothston	Manfred Lothston	1060	-1	0	0
/index.php/Eon_Hunter	Eon Hunter	508	251	1	251
/index.php/Jayde	Jayde	802	-1	0	0
/index.php/Myles_(squire)	Myles (squire)	1190	-1	0	0
/index.php/Yohn_Royce	Yohn Royce	1872	21	6	269
/index.php/Wat_(Barleycorn)	Wat (Barleycorn)	1799	-1	0	0
/index.php/Timoth	Timoth	1663	-1	0	0
/index.php/Reynard_Webber	Reynard Webber	1399	-1	0	0
/index.php/Simon_Toyne	Simon Toyne	1572	-1	0	0
/index.php/Briar	Briar	254	275	1	275
/index.php/Jack-Be-Lucky	Jack-Be-Lucky	778	-1	0	0
/index.php/Dick_Crabb	Dick Crabb	409	242	2	248
/index.php/Osmund_Kettleblack	Osmund Kettleblack	1257	115	13	271
/index.php/Lambert_Turnberry	Lambert Turnberry	920	-1	0	0
/index.php/Dilly	Dilly	413	-1	0	0
/index.php/Arson	Arson	127	-1	0	0
/index.php/Kedry	Kedry	893	281	1	281
/index.php/Moro	Moro	1163	3	1	3
/index.php/Alyn_(Rosewood)	Alyn (Rosewood)	64	-1	0	0
/index.php/Daemon_Blackfyre	Daemon Blackfyre	348	309	1	309
/index.php/Duram_Bar_Emmon	Duram Bar Emmon	446	-1	0	0
/index.php/Mord	Mord	1156	38	3	238
/index.php/Squirrel	Squirrel	1583	326	1	326
/index.php/Iggo	Iggo	768	148	1	148
/index.php/Harlan_Grandison	Harlan Grandison	684	-1	0	0
/index.php/Donel_Greyjoy	Donel Greyjoy	419	229	1	229
/index.php/Sherrit	Sherrit	1558	-1	0	0
/index.php/William_Mooton	William Mooton	1844	166	2	217
/index.php/Dareon	Dareon	381	19	6	320
/index.php/Lyessa_Flint	Lyessa Flint	1016	-1	0	0
/index.php/Roryn_Drumm	Roryn Drumm	1490	-1	0	0
/index.php/Addam_Osgrey	Addam Osgrey	3	-1	0	0
/index.php/Duncan_Targaryen	Duncan Targaryen	442	212	2	238
/index.php/Myria_Jordayne	Myria Jordayne	1196	-1	0	0
/index.php/Sarra_Frey	Sarra Frey	1533	-1	0	0
/index.php/Falena_Stokeworth	Falena Stokeworth	529	-1	0	0
/index.php/Balon_Greyjoy	Balon Greyjoy	154	4	22	317
/index.php/Jon_Umber_(Smalljon)	Jon Umber (Smalljon)	853	196	1	196
/index.php/Otho_Bracken	Otho Bracken	1266	-1	0	0
/index.php/Allaquo	Allaquo	54	-1	0	0
/index.php/Lothor_Brune	Lothor Brune	987	29	6	269
/index.php/Leobald_Tallhart	Leobald Tallhart	945	90	1	90
/index.php/Gerris_Drinkwater	Gerris Drinkwater	597	281	4	345
/index.php/Boros_Blount	Boros Blount	234	8	16	347
/index.php/Jaremy_Rykker	Jaremy Rykker	793	21	5	87
/index.php/Ulf_(Ill)	Ulf (Ill)	1729	-1	0	0
/index.php/Shagwell	Shagwell	1554	121	5	248
/index.php/Matarys_Targaryen	Matarys Targaryen	1093	-1	0	0
/index.php/Ulmer	Ulmer	1731	-1	0	0
/index.php/Theon_Greyjoy	Theon Greyjoy	1648	1	35	344
/index.php/Robb_Stark	Robb Stark	1431	1	73	340
/index.php/Borcas	Borcas	232	-1	0	0
/index.php/Robert_Brax_(son_of_Flement)	Robert Brax (son of Flement)	1436	-1	0	0
/index.php/Jyzene	Jyzene	887	-1	0	0
/index.php/Gareth_Clifton	Gareth Clifton	558	-1	0	0
/index.php/Perwyn_Osgrey	Perwyn Osgrey	1301	-1	0	0
/index.php/Quort	Quort	1357	-1	0	0
/index.php/Denys_Mallister	Denys Mallister	399	21	3	223
/index.php/Gyleno_Dothare	Gyleno Dothare	657	-1	0	0
/index.php/Donella_Manderly	Donella Manderly	420	90	3	109
/index.php/Hareth_(Mole%27s_Town)	Hareth (Mole's Town)	683	-1	0	0
/index.php/Aemon_Rivers	Aemon Rivers	19	-1	0	0
/index.php/Edwyd_Fossoway	Edwyd Fossoway	467	-1	0	0
/index.php/Jynessa_Blackmont	Jynessa Blackmont	886	-1	0	0
/index.php/Humfrey_Hewett	Humfrey Hewett	763	-1	0	0
/index.php/Walda_Rivers_(daughter_of_Aemon)	Walda Rivers (daughter of Aemon)	1779	-1	0	0
/index.php/Benjen_Stark_(Sweet)	Benjen Stark (Sweet)	196	-1	0	0
/index.php/Old_Crackbones	Old Crackbones	1228	-1	0	0
/index.php/Godry_Farring	Godry Farring	610	278	2	337
/index.php/Antario_Jast	Antario Jast	105	106	1	106
/index.php/Erryk	Erryk	517	8	1	8
/index.php/Harma	Harma	689	218	1	218
/index.php/Pia	Pia	1307	258	1	258
/index.php/Tagganaro	Tagganaro	1623	-1	0	0
/index.php/Mandon_Moore	Mandon Moore	1058	77	6	157
/index.php/Munciter	Munciter	1179	-1	0	0
/index.php/Bennet	Bennet	199	-1	0	0
/index.php/Aenys_I_Targaryen	Aenys I Targaryen	23	-1	0	0
/index.php/Rhonda_Rowan	Rhonda Rowan	1415	-1	0	0
/index.php/Denys_Darklyn	Denys Darklyn	397	237	1	237
/index.php/Lewys	Lewys	957	-1	0	0
/index.php/Grance_Morrigen	Grance Morrigen	622	-1	0	0
/index.php/Khorane_Sathmantes	Khorane Sathmantes	901	-1	0	0
/index.php/Hoster_Tully	Hoster Tully	746	2	18	272
/index.php/Gwynesse_Harlaw	Gwynesse Harlaw	655	239	1	239
/index.php/Obella_Sand	Obella Sand	1224	230	1	230
/index.php/Stone_Thumbs	Stone Thumbs	1600	-1	0	0
/index.php/Kurz	Kurz	911	93	1	93
/index.php/Murch_(Winterfell)	Murch (Winterfell)	1182	-1	0	0
/index.php/Ysilla_Royce	Ysilla Royce	1878	-1	0	0
/index.php/Chataya	Chataya	297	118	1	118
/index.php/Balon_Botley	Balon Botley	153	-1	0	0
/index.php/Uthor_Tollett	Uthor Tollett	1747	-1	0	0
/index.php/Selwyn_Tarth	Selwyn Tarth	1544	189	1	189
/index.php/Oswell_Whent	Oswell Whent	1263	39	1	39
/index.php/Jack_Bulwer	Jack Bulwer	777	303	2	306
/index.php/Dobber	Dobber	415	-1	0	0
/index.php/Urrigon_Greyjoy	Urrigon Greyjoy	1742	229	1	229
/index.php/Elinor_Tyrell	Elinor Tyrell	485	267	1	267
/index.php/Bronn	Bronn	256	34	20	264
/index.php/Toefinger	Toefinger	1670	-1	0	0
/index.php/Eddison_Tollett	Eddison Tollett	458	87	3	303
/index.php/Lancel_V_Lannister	Lancel V Lannister	923	-1	0	0
/index.php/Albett	Albett	40	-1	0	0
/index.php/Horton_Redfort	Horton Redfort	742	238	1	238
/index.php/Steely_Pate	Steely Pate	1588	-1	0	0
/index.php/Dormund	Dormund	435	-1	0	0
/index.php/Bayard_Norcross	Bayard Norcross	168	-1	0	0
/index.php/Steffon_Swyft	Steffon Swyft	1596	-1	0	0
/index.php/Pate_(Night%27s_Watch)	Pate (Night's Watch)	1285	-1	0	0
/index.php/Kromm	Kromm	909	-1	0	0
/index.php/Jon_Lynderly	Jon Lynderly	845	-1	0	0
/index.php/Cayn	Cayn	288	47	1	47
/index.php/Roger_Ryswell	Roger Ryswell	1461	321	1	321
/index.php/Ilyn_Payne	Ilyn Payne	772	15	14	266
/index.php/Jon_Fossoway	Jon Fossoway	842	-1	0	0
/index.php/Aemon_Targaryen	Aemon Targaryen	20	8	12	254
/index.php/Griffin_King	Griffin King	635	-1	0	0
/index.php/Amory_Lorch	Amory Lorch	93	88	8	211
/index.php/Bass	Bass	167	-1	0	0
/index.php/Jocelyn_Swyft	Jocelyn Swyft	829	-1	0	0
/index.php/Rodrik_Ryswell	Rodrik Ryswell	1456	-1	0	0
/index.php/Elyn_Norridge	Elyn Norridge	494	-1	0	0
/index.php/Delonne_Allyrion	Delonne Allyrion	390	-1	0	0
/index.php/Weeper	Weeper	1811	220	2	275
/index.php/Qarlton_Chelsted	Qarlton Chelsted	1333	182	2	244
/index.php/Norren	Norren	1215	-1	0	0
/index.php/Will_(Stork)	Will (Stork)	1831	-1	0	0
/index.php/Loras_Tyrell	Loras Tyrell	970	18	26	347
/index.php/Bernarr	Bernarr	205	-1	0	0
/index.php/Bertram_Beesbury	Bertram Beesbury	209	-1	0	0
/index.php/Black_Walder_Frey	Black Walder Frey	225	159	3	272
/index.php/Aegon_Blackfyre	Aegon Blackfyre	5	-1	0	0
/index.php/Meldred_Merlyn	Meldred Merlyn	1117	-1	0	0
/index.php/Harlen_Tyrell	Harlen Tyrell	686	-1	0	0
/index.php/Lanna_Lannister	Lanna Lannister	927	-1	0	0
/index.php/Dolf	Dolf	416	-1	0	0
/index.php/Thoren_Smallwood	Thoren Smallwood	1651	80	4	145
/index.php/Val	Val	1751	218	9	344
/index.php/Benjen_Stark	Benjen Stark	194	2	20	309
/index.php/Brandon_Stark_(Burner)	Brandon Stark (Burner)	245	-1	0	0
/index.php/Medwick_Tyrell	Medwick Tyrell	1107	-1	0	0
/index.php/Lormelle	Lormelle	981	-1	0	0
/index.php/Jonnel_Stark	Jonnel Stark	857	-1	0	0
/index.php/Hot_Pie	Hot Pie	747	75	10	162
/index.php/Jeyne_Heddle	Jeyne Heddle	815	270	1	270
/index.php/Victarion_Greyjoy	Victarion Greyjoy	1763	98	12	338
/index.php/Dacks	Dacks	346	-1	0	0
/index.php/Arthur_Ambrose	Arthur Ambrose	129	-1	0	0
/index.php/Gueren	Gueren	641	-1	0	0
/index.php/Regenard_Estren	Regenard Estren	1394	-1	0	0
/index.php/Warryn_Beesbury	Warryn Beesbury	1797	-1	0	0
/index.php/Rolland_Storm	Rolland Storm	1472	-1	0	0
/index.php/Lorent_Tyrell	Lorent Tyrell	978	-1	0	0
/index.php/Malwyn_Frey	Malwyn Frey	1056	-1	0	0
/index.php/Jasper_Waynwood	Jasper Waynwood	799	-1	0	0
/index.php/Sylas	Sylas	1610	-1	0	0
/index.php/Lorimer	Lorimer	980	-1	0	0
/index.php/Carolei_Waynwood	Carolei Waynwood	280	-1	0	0
/index.php/Alys_Arryn	Alys Arryn	74	-1	0	0
/index.php/Garigus	Garigus	560	182	1	182
/index.php/Zia_Frey	Zia Frey	1884	-1	0	0
/index.php/Ezzelyno	Ezzelyno	527	-1	0	0
/index.php/Samwell_Spicer	Samwell Spicer	1525	-1	0	0
/index.php/Guthor_Grimm	Guthor Grimm	649	-1	0	0
/index.php/Barbara_Bracken	Barbara Bracken	159	-1	0	0
/index.php/Jeren	Jeren	809	19	1	19
/index.php/Tom_of_Sevenstreams	Tom of Sevenstreams	1673	158	6	272
/index.php/Reek	Reek	1393	90	7	307
/index.php/Martyn_Lannister	Martyn Lannister	1084	190	1	190
/index.php/Brandon_Tallhart	Brandon Tallhart	249	-1	0	0
/index.php/Arron_Qorgyle	Arron Qorgyle	124	215	1	215
/index.php/Edric_Dayne	Edric Dayne	464	188	1	188
/index.php/Andrey_Dalt	Andrey Dalt	98	249	2	268
/index.php/Redwyn	Redwyn	1392	80	1	80
/index.php/Serra_Frey	Serra Frey	1549	-1	0	0
/index.php/Yellow_Dick	Yellow Dick	1867	321	1	321
/index.php/Lomas_Estermont	Lomas Estermont	967	-1	0	0
/index.php/Haldon	Haldon	673	283	5	299
/index.php/Quill	Quill	1355	-1	0	0
/index.php/Easy	Easy	451	-1	0	0
/index.php/Hyle_Hunt	Hyle Hunt	767	242	5	270
/index.php/Ironbelly	Ironbelly	774	-1	0	0
/index.php/Tarle	Tarle	1633	229	3	246
/index.php/Cedrik_Storm	Cedrik Storm	291	-1	0	0
/index.php/Ryam	Ryam	1504	228	1	228
/index.php/Lucan	Lucan	989	-1	0	0
/index.php/Arwyn_Frey	Arwyn Frey	134	-1	0	0
/index.php/Denyo_Terys	Denyo Terys	395	234	1	234
/index.php/Mark_Ryswell	Mark Ryswell	1074	-1	0	0
/index.php/Orell	Orell	1244	127	5	275
/index.php/Ryam_Redwyne	Ryam Redwyne	1506	8	1	8
/index.php/Leo_Tyrell_(son_of_Victor)	Leo Tyrell (son of Victor)	944	-1	0	0
/index.php/Lucas_Corbray	Lucas Corbray	993	-1	0	0
/index.php/Dontos_Hollard	Dontos Hollard	429	76	13	242
/index.php/Waltyr_Frey	Waltyr Frey	1794	-1	0	0
/index.php/Mellara_Rivers	Mellara Rivers	1123	-1	0	0
/index.php/Harsley	Harsley	707	-1	0	0
/index.php/Meera_Reed	Meera Reed	1108	95	9	309
/index.php/Robin	Robin	1442	-1	0	0
/index.php/Marsella_Waynwood	Marsella Waynwood	1082	-1	0	0
/index.php/Joseran	Joseran	869	239	1	239
/index.php/Nymella_Toland	Nymella Toland	1218	-1	0	0
/index.php/Dan	Dan	375	-1	0	0
/index.php/House_Fell	House Fell	751	337	1	337
/index.php/Wilbert	Wilbert	1823	-1	0	0
/index.php/Jenny_(Oldstones)	Jenny (Oldstones)	806	-1	0	0
/index.php/Forley_Prester	Forley Prester	540	272	1	272
/index.php/Tormund	Tormund	1681	160	3	275
/index.php/Allyria_Dayne	Allyria Dayne	58	188	1	188
/index.php/Osmynd	Osmynd	1258	-1	0	0
/index.php/Walton_Stark	Walton Stark	1793	-1	0	0
/index.php/Jhaqo	Jhaqo	824	68	2	346
/index.php/Ormond_Osgrey	Ormond Osgrey	1248	-1	0	0
/index.php/Gulian_Swann	Gulian Swann	644	212	1	212
/index.php/Harren	Harren	699	239	1	239
/index.php/Rupert_Crabb	Rupert Crabb	1502	-1	0	0
/index.php/Quentyn_Blackwood	Quentyn Blackwood	1350	-1	0	0
/index.php/Dagon	Dagon	361	-1	0	0
/index.php/Lucos	Lucos	1005	-1	0	0
/index.php/Lyonel_Corbray	Lyonel Corbray	1027	238	3	269
/index.php/Willam_Dustin	Willam Dustin	1835	-1	0	0
/index.php/Alyce_Dunn	Alyce Dunn	61	-1	0	0
/index.php/Hallyne	Hallyne	676	94	3	139
/index.php/Theodan_Wells	Theodan Wells	1643	-1	0	0
/index.php/Tycho_Nestoris	Tycho Nestoris	1711	319	2	337
/index.php/Hod	Hod	735	-1	0	0
/index.php/Durran	Durran	447	-1	0	0
/index.php/Syrio_Forel	Syrio Forel	1621	22	7	234
/index.php/Emmond	Emmond	502	229	1	229
/index.php/Artys_Arryn	Artys Arryn	132	-1	0	0
/index.php/Robin_Moreland	Robin Moreland	1447	-1	0	0
/index.php/Ryam_Florent	Ryam Florent	1505	-1	0	0
/index.php/Gulian	Gulian	642	-1	0	0
/index.php/Zachery_Frey	Zachery Frey	1879	-1	0	0
/index.php/Sky_Blue_Su	Sky Blue Su	1575	-1	0	0
/index.php/Bennard_Brune	Bennard Brune	197	-1	0	0
/index.php/Rafe	Rafe	1360	-1	0	0
/index.php/Dafyn_Vance	Dafyn Vance	359	-1	0	0
/index.php/Sawane_Botley	Sawane Botley	1536	229	2	239
/index.php/Moredo_Prestayn	Moredo Prestayn	1158	-1	0	0
/index.php/Walys_Flowers	Walys Flowers	1795	-1	0	0
/index.php/Jeffory_Norcross	Jeffory Norcross	805	-1	0	0
/index.php/Shierle_Swyft	Shierle Swyft	1561	-1	0	0
/index.php/Gunthor_Hightower	Gunthor Hightower	647	-1	0	0
/index.php/Amerei_Frey	Amerei Frey	92	258	2	261
/index.php/Will_Humble	Will Humble	1833	246	1	246
/index.php/Jeyne_Lydden	Jeyne Lydden	817	-1	0	0
/index.php/Edwyle_Stark	Edwyle Stark	468	-1	0	0
/index.php/Jate_Blackberry	Jate Blackberry	801	-1	0	0
/index.php/Harrion_Karstark	Harrion Karstark	702	62	2	319
/index.php/Lotho_Lornel	Lotho Lornel	986	-1	0	0
/index.php/Gunthor	Gunthor	646	42	1	42
/index.php/Matrice	Matrice	1097	-1	0	0
/index.php/Philip_Foote	Philip Foote	1305	139	1	139
/index.php/Rawney	Rawney	1378	-1	0	0
/index.php/Lucamore_Strong	Lucamore Strong	988	241	1	241
/index.php/Rolland_Darklyn	Rolland Darklyn	1470	-1	0	0
/index.php/Meizo_Mahr	Meizo Mahr	1112	-1	0	0
/index.php/Lucas_Blackwood	Lucas Blackwood	991	-1	0	0
/index.php/Rodrik_Greyjoy	Rodrik Greyjoy	1454	130	3	239
/index.php/Bethany_(Blushing_Bethany)	Bethany (Blushing Bethany)	214	-1	0	0
/index.php/Nightingale	Nightingale	1207	-1	0	0
/index.php/Ronel_Rivers	Ronel Rivers	1479	-1	0	0
/index.php/Barre	Barre	162	84	1	84
/index.php/Alfyn	Alfyn	51	-1	0	0
/index.php/Daeryssa	Daeryssa	358	15	1	15
/index.php/Melesa_Crakehall	Melesa Crakehall	1118	-1	0	0
/index.php/Mallador_Locke	Mallador Locke	1051	87	1	87
/index.php/Ned	Ned	1204	4	1	4
/index.php/Naerys_Targaryen	Naerys Targaryen	1199	15	1	15
/index.php/Luco_Prestayn	Luco Prestayn	1004	-1	0	0
/index.php/Harras_Harlaw	Harras Harlaw	698	239	2	257
/index.php/Joseth_Mallister	Joseth Mallister	871	-1	0	0
/index.php/Marillion	Marillion	1070	28	5	251
/index.php/Argrave_the_Defiant	Argrave the Defiant	112	-1	0	0
/index.php/Mathis_Frey	Mathis Frey	1094	-1	0	0
/index.php/Wylla_Manderly	Wylla Manderly	1859	294	2	304
/index.php/Dalla	Dalla	369	218	5	263
/index.php/Arys_Oakheart	Arys Oakheart	137	76	7	329
/index.php/Damon_Paege	Damon Paege	372	-1	0	0
/index.php/Roose_Ryswell	Roose Ryswell	1487	-1	0	0
/index.php/Wat_(Standfast)	Wat (Standfast)	1802	-1	0	0
/index.php/Anguy	Anguy	103	30	2	158
/index.php/Richard_Farrow	Richard Farrow	1417	-1	0	0
/index.php/Doreah	Doreah	434	11	3	86
/index.php/Othell_Yarwyck	Othell Yarwyck	1265	224	2	314
/index.php/Clement_Piper	Clement Piper	309	40	3	266
/index.php/Rat_Cook	Rat Cook	1375	201	1	201
/index.php/Lewyn_Martell	Lewyn Martell	956	182	4	334
/index.php/Eldon_Estermont	Eldon Estermont	479	252	2	268
/index.php/Old_Grey_Gull	Old Grey Gull	1229	239	1	239
/index.php/Rennifer_Longwaters	Rennifer Longwaters	1398	-1	0	0
/index.php/Erreg	Erreg	514	-1	0	0
/index.php/Alyn_Velaryon	Alyn Velaryon	73	-1	0	0
/index.php/Byren_Flowers	Byren Flowers	272	-1	0	0
/index.php/Rymund	Rymund	1516	-1	0	0
/index.php/Selyse_Florent	Selyse Florent	1545	35	8	344
/index.php/Aladale_Wynch	Aladale Wynch	34	-1	0	0
/index.php/Rhaegar_Targaryen	Rhaegar Targaryen	1404	3	36	347
/index.php/Balon_Swann	Balon Swann	155	29	9	329
/index.php/Mern_Gardener	Mern Gardener	1134	13	1	13
/index.php/Todder	Todder	1668	19	2	80
/index.php/Bryen	Bryen	261	-1	0	0
/index.php/Alys_Frey	Alys Frey	75	-1	0	0
/index.php/Sylwa_Paege	Sylwa Paege	1613	-1	0	0
/index.php/Edwyn_Stark	Edwyn Stark	471	-1	0	0
/index.php/Beqqo	Beqqo	201	-1	0	0
/index.php/Harren_Botley	Harren Botley	700	239	1	239
/index.php/Egon_Emeros	Egon Emeros	474	-1	0	0
/index.php/Jaggot	Jaggot	783	-1	0	0
/index.php/Weasel	Weasel	1810	83	3	93
/index.php/Quhuru_Mo	Quhuru Mo	1353	101	1	101
/index.php/Andros_Brax	Andros Brax	100	-1	0	0
/index.php/Barbrey_Ryswell	Barbrey Ryswell	160	307	3	321
/index.php/Steffarion_Sparr	Steffarion Sparr	1589	229	1	229
/index.php/Lucas_Codd	Lucas Codd	992	239	2	246
/index.php/Samwell_Stone	Samwell Stone	1526	-1	0	0
/index.php/Yorko_Terys	Yorko Terys	1875	234	1	234
/index.php/Clement_Crabb	Clement Crabb	308	-1	0	0
/index.php/Devan_Seaworth	Devan Seaworth	406	155	2	306
/index.php/Wenda	Wenda	1813	-1	0	0
/index.php/Thormor	Thormor	1652	-1	0	0
/index.php/Rob	Rob	1428	-1	0	0
/index.php/Maester_Aemon	Maester Aemon	1045	0	18	285
/index.php/Gladden_Wylde	Gladden Wylde	605	162	1	162
/index.php/Clayton_Suggs	Clayton Suggs	306	337	1	337
/index.php/Morrec	Morrec	1166	13	3	24
/index.php/Robert_Frey	Robert Frey	1438	-1	0	0
/index.php/Quenton_Greyjoy	Quenton Greyjoy	1347	229	1	229
/index.php/Brandon_Norrey	Brandon Norrey	242	-1	0	0
/index.php/Bluetooth	Bluetooth	229	-1	0	0
/index.php/Roose_Bolton	Roose Bolton	1486	33	31	321
/index.php/Ralf_(Limper)	Ralf (Limper)	1366	246	1	246
/index.php/Varamyr	Varamyr	1753	218	2	275
/index.php/Cersei_Frey	Cersei Frey	294	-1	0	0
/index.php/Perwyn_Frey	Perwyn Frey	1300	29	2	196
