index	book	title	url
330	A Dance with Dragons	The Queensguard	/index.php/The_Queensguard_(A_Dance_with_Dragons)
331	A Dance with Dragons	The Iron Suitor	/index.php/The_Iron_Suitor_(A_Dance_with_Dragons)
332	A Dance with Dragons	Tyrion XI	/index.php/Tyrion_XI_(A_Dance_with_Dragons)
333	A Dance with Dragons	Jon XII	/index.php/Jon_XII_(A_Dance_with_Dragons)
334	A Dance with Dragons	The Discarded Knight	/index.php/The_Discarded_Knight_(A_Dance_with_Dragons)
335	A Dance with Dragons	The Spurned Suitor	/index.php/The_Spurned_Suitor_(A_Dance_with_Dragons)
336	A Dance with Dragons	The Griffin Reborn	/index.php/The_Griffin_Reborn_(A_Dance_with_Dragons)
337	A Dance with Dragons	The Sacrifice	/index.php/The_Sacrifice_(A_Dance_with_Dragons)
338	A Dance with Dragons	Victarion I	/index.php/Victarion_I_(A_Dance_with_Dragons)
339	A Dance with Dragons	The Ugly Little Girl	/index.php/The_Ugly_Little_Girl_(A_Dance_with_Dragons)
340	A Dance with Dragons	Cersei II	/index.php/Cersei_II_(A_Dance_with_Dragons)
341	A Dance with Dragons	Tyrion XII	/index.php/Tyrion_XII_(A_Dance_with_Dragons)
342	A Dance with Dragons	The Kingbreaker	/index.php/The_Kingbreaker_(A_Dance_with_Dragons)
343	A Dance with Dragons	The Dragontamer	/index.php/The_Dragontamer_(A_Dance_with_Dragons)
344	A Dance with Dragons	Jon XIII	/index.php/Jon_XIII_(A_Dance_with_Dragons)
345	A Dance with Dragons	The Queen's Hand	/index.php/The_Queen%27s_Hand_(A_Dance_with_Dragons)
346	A Dance with Dragons	Daenerys X	/index.php/Daenerys_X_(A_Dance_with_Dragons)
347	A Dance with Dragons	Epilogue	/index.php/Epilogue_(A_Dance_with_Dragons)
348	A Dance with Dragons	Appendix	/index.php/Appendix_(A_Dance_with_Dragons)
