Chapter	Book	Title	characterURL	Character	ID
42	A Game of Thrones	Tyrion VI	/index.php/Tysha	Tysha	1719
42	A Game of Thrones	Tyrion VI	/index.php/Jaime_Lannister	Jaime Lannister	785
42	A Game of Thrones	Tyrion VI	/index.php/Tywin_Lannister	Tywin Lannister	1727
42	A Game of Thrones	Tyrion VI	/index.php/Gunthor	Gunthor	646
43	A Game of Thrones	Eddard XI	/index.php/Eddard_Stark	Eddard Stark	456
43	A Game of Thrones	Eddard XI	/index.php/Robert_Baratheon	Robert Baratheon	1434
43	A Game of Thrones	Eddard XI	/index.php/Karyl_Vance	Karyl Vance	891
43	A Game of Thrones	Eddard XI	/index.php/Marq_Piper	Marq Piper	1080
43	A Game of Thrones	Eddard XI	/index.php/Raymun_Darry	Raymun Darry	1382
43	A Game of Thrones	Eddard XI	/index.php/Gregor_Clegane	Gregor Clegane	629
43	A Game of Thrones	Eddard XI	/index.php/Edmure_Tully	Edmure Tully	462
43	A Game of Thrones	Eddard XI	/index.php/Tywin_Lannister	Tywin Lannister	1727
43	A Game of Thrones	Eddard XI	/index.php/Loras_Tyrell	Loras Tyrell	970
43	A Game of Thrones	Eddard XI	/index.php/Beric_Dondarrion	Beric Dondarrion	204
43	A Game of Thrones	Eddard XI	/index.php/Thoros_of_Myr	Thoros of Myr	1653
43	A Game of Thrones	Eddard XI	/index.php/Varys	Varys	1757
43	A Game of Thrones	Eddard XI	/index.php/Ilyn_Payne	Ilyn Payne	772
44	A Game of Thrones	Sansa III	/index.php/Sansa_Stark	Sansa Stark	1530
44	A Game of Thrones	Sansa III	/index.php/Jeyne_Poole	Jeyne Poole	818
44	A Game of Thrones	Sansa III	/index.php/Eddard_Stark	Eddard Stark	456
44	A Game of Thrones	Sansa III	/index.php/Loras_Tyrell	Loras Tyrell	970
44	A Game of Thrones	Sansa III	/index.php/Gregor_Clegane	Gregor Clegane	629
44	A Game of Thrones	Sansa III	/index.php/Yoren	Yoren	1873
44	A Game of Thrones	Sansa III	/index.php/Alyn	Alyn	63
44	A Game of Thrones	Sansa III	/index.php/Beric_Dondarrion	Beric Dondarrion	204
44	A Game of Thrones	Sansa III	/index.php/Arya_Stark	Arya Stark	136
44	A Game of Thrones	Sansa III	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
44	A Game of Thrones	Sansa III	/index.php/Aemon_Targaryen	Aemon Targaryen	20
44	A Game of Thrones	Sansa III	/index.php/Syrio_Forel	Syrio Forel	1621
44	A Game of Thrones	Sansa III	/index.php/Robert_Baratheon	Robert Baratheon	1434
44	A Game of Thrones	Sansa III	/index.php/Jon_Arryn	Jon Arryn	836
45	A Game of Thrones	Eddard XII	/index.php/Eddard_Stark	Eddard Stark	456
45	A Game of Thrones	Eddard XII	/index.php/Pycelle	Pycelle	1326
45	A Game of Thrones	Eddard XII	/index.php/Tywin_Lannister	Tywin Lannister	1727
45	A Game of Thrones	Eddard XII	/index.php/Gregor_Clegane	Gregor Clegane	629
45	A Game of Thrones	Eddard XII	/index.php/Cersei_Lannister	Cersei Lannister	295
45	A Game of Thrones	Eddard XII	/index.php/Petyr_Baelish	Petyr Baelish	1303
45	A Game of Thrones	Eddard XII	/index.php/Robert_Baratheon	Robert Baratheon	1434
45	A Game of Thrones	Eddard XII	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
45	A Game of Thrones	Eddard XII	/index.php/Sandor_Clegane	Sandor Clegane	1528
45	A Game of Thrones	Eddard XII	/index.php/Tomard	Tomard	1674
45	A Game of Thrones	Eddard XII	/index.php/Jory_Cassel	Jory Cassel	868
45	A Game of Thrones	Eddard XII	/index.php/Alyn	Alyn	63
45	A Game of Thrones	Eddard XII	/index.php/Jon_Arryn	Jon Arryn	836
45	A Game of Thrones	Eddard XII	/index.php/Jaime_Lannister	Jaime Lannister	785
45	A Game of Thrones	Eddard XII	/index.php/Bran_Stark	Bran Stark	240
45	A Game of Thrones	Eddard XII	/index.php/Lyanna_Stark	Lyanna Stark	1015
46	A Game of Thrones	Daenerys V	/index.php/Daenerys_Targaryen	Daenerys Targaryen	352
46	A Game of Thrones	Daenerys V	/index.php/Rhaego	Rhaego	1406
46	A Game of Thrones	Daenerys V	/index.php/Jorah_Mormont	Jorah Mormont	862
46	A Game of Thrones	Daenerys V	/index.php/Viserys_Targaryen	Viserys Targaryen	1770
46	A Game of Thrones	Daenerys V	/index.php/Drogo	Drogo	438
47	A Game of Thrones	Eddard XIII	/index.php/Eddard_Stark	Eddard Stark	456
47	A Game of Thrones	Eddard XIII	/index.php/Robert_Baratheon	Robert Baratheon	1434
47	A Game of Thrones	Eddard XIII	/index.php/Varys	Varys	1757
47	A Game of Thrones	Eddard XIII	/index.php/Barristan_Selmy	Barristan Selmy	163
47	A Game of Thrones	Eddard XIII	/index.php/Lancel_Lannister	Lancel Lannister	922
47	A Game of Thrones	Eddard XIII	/index.php/Tomard	Tomard	1674
47	A Game of Thrones	Eddard XIII	/index.php/Cayn	Cayn	288
47	A Game of Thrones	Eddard XIII	/index.php/Renly_Baratheon	Renly Baratheon	1396
47	A Game of Thrones	Eddard XIII	/index.php/Cersei_Lannister	Cersei Lannister	295
47	A Game of Thrones	Eddard XIII	/index.php/Stannis_Baratheon	Stannis Baratheon	1586
47	A Game of Thrones	Eddard XIII	/index.php/Petyr_Baelish	Petyr Baelish	1303
47	A Game of Thrones	Eddard XIII	/index.php/Jon_Arryn	Jon Arryn	836
47	A Game of Thrones	Eddard XIII	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
47	A Game of Thrones	Eddard XIII	/index.php/Mace_Tyrell	Mace Tyrell	1035
47	A Game of Thrones	Eddard XIII	/index.php/Paxter_Redwyne	Paxter Redwyne	1294
47	A Game of Thrones	Eddard XIII	/index.php/Balon_Greyjoy	Balon Greyjoy	154
47	A Game of Thrones	Eddard XIII	/index.php/Janos_Slynt	Janos Slynt	790
48	A Game of Thrones	Jon VI	/index.php/Jon_Snow	Jon Snow	851
48	A Game of Thrones	Jon VI	/index.php/Samwell_Tarly	Samwell Tarly	1527
48	A Game of Thrones	Jon VI	/index.php/Alliser_Thorne	Alliser Thorne	57
48	A Game of Thrones	Jon VI	/index.php/Jorah_Mormont	Jorah Mormont	862
48	A Game of Thrones	Jon VI	/index.php/Bowen_Marsh	Bowen Marsh	237
49	A Game of Thrones	Eddard XIV	/index.php/Eddard_Stark	Eddard Stark	456
49	A Game of Thrones	Eddard XIV	/index.php/Robert_Baratheon	Robert Baratheon	1434
49	A Game of Thrones	Eddard XIV	/index.php/Renly_Baratheon	Renly Baratheon	1396
49	A Game of Thrones	Eddard XIV	/index.php/Loras_Tyrell	Loras Tyrell	970
49	A Game of Thrones	Eddard XIV	/index.php/Barristan_Selmy	Barristan Selmy	163
49	A Game of Thrones	Eddard XIV	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
49	A Game of Thrones	Eddard XIV	/index.php/Cersei_Lannister	Cersei Lannister	295
49	A Game of Thrones	Eddard XIV	/index.php/Varys	Varys	1757
49	A Game of Thrones	Eddard XIV	/index.php/Stannis_Baratheon	Stannis Baratheon	1586
49	A Game of Thrones	Eddard XIV	/index.php/Janos_Slynt	Janos Slynt	790
49	A Game of Thrones	Eddard XIV	/index.php/Petyr_Baelish	Petyr Baelish	1303
50	A Game of Thrones	Arya IV	/index.php/Arya_Stark	Arya Stark	136
50	A Game of Thrones	Arya IV	/index.php/Syrio_Forel	Syrio Forel	1621
50	A Game of Thrones	Arya IV	/index.php/Meryn_Trant	Meryn Trant	1140
50	A Game of Thrones	Arya IV	/index.php/Eddard_Stark	Eddard Stark	456
50	A Game of Thrones	Arya IV	/index.php/Tomard	Tomard	1674
51	A Game of Thrones	Sansa IV	/index.php/Sansa_Stark	Sansa Stark	1530
51	A Game of Thrones	Sansa IV	/index.php/Jeyne_Poole	Jeyne Poole	818
51	A Game of Thrones	Sansa IV	/index.php/Robert_Baratheon	Robert Baratheon	1434
51	A Game of Thrones	Sansa IV	/index.php/Boros_Blount	Boros Blount	234
51	A Game of Thrones	Sansa IV	/index.php/Cersei_Lannister	Cersei Lannister	295
51	A Game of Thrones	Sansa IV	/index.php/Petyr_Baelish	Petyr Baelish	1303
51	A Game of Thrones	Sansa IV	/index.php/Vayon_Poole	Vayon Poole	1758
51	A Game of Thrones	Sansa IV	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
51	A Game of Thrones	Sansa IV	/index.php/Eddard_Stark	Eddard Stark	456
51	A Game of Thrones	Sansa IV	/index.php/Catelyn_Tully	Catelyn Tully	287
51	A Game of Thrones	Sansa IV	/index.php/Hoster_Tully	Hoster Tully	746
52	A Game of Thrones	Jon VII	/index.php/Jon_Snow	Jon Snow	851
52	A Game of Thrones	Jon VII	/index.php/Jorah_Mormont	Jorah Mormont	862
52	A Game of Thrones	Jon VII	/index.php/Samwell_Tarly	Samwell Tarly	1527
52	A Game of Thrones	Jon VII	/index.php/Othor	Othor	1267
52	A Game of Thrones	Jon VII	/index.php/Jafer_Flowers	Jafer Flowers	782
52	A Game of Thrones	Jon VII	/index.php/Benjen_Stark	Benjen Stark	194
52	A Game of Thrones	Jon VII	/index.php/Jaremy_Rykker	Jaremy Rykker	793
52	A Game of Thrones	Jon VII	/index.php/Dywen	Dywen	450
52	A Game of Thrones	Jon VII	/index.php/Aemon_Targaryen	Aemon Targaryen	20
52	A Game of Thrones	Jon VII	/index.php/Eddard_Stark	Eddard Stark	456
52	A Game of Thrones	Jon VII	/index.php/Alliser_Thorne	Alliser Thorne	57
53	A Game of Thrones	Bran VI	/index.php/Bran_Stark	Bran Stark	240
53	A Game of Thrones	Bran VI	/index.php/Luwin	Luwin	1013
53	A Game of Thrones	Bran VI	/index.php/Eddard_Stark	Eddard Stark	456
53	A Game of Thrones	Bran VI	/index.php/Hodor	Hodor	736
53	A Game of Thrones	Bran VI	/index.php/Osha	Osha	1255
53	A Game of Thrones	Bran VI	/index.php/Robb_Stark	Robb Stark	1431
53	A Game of Thrones	Bran VI	/index.php/Mance_Rayder	Mance Rayder	1057
53	A Game of Thrones	Bran VI	/index.php/Jon_Umber_(Greatjon)	Jon Umber (Greatjon)	852
53	A Game of Thrones	Bran VI	/index.php/Roose_Bolton	Roose Bolton	1486
53	A Game of Thrones	Bran VI	/index.php/Nan	Nan	1201
53	A Game of Thrones	Bran VI	/index.php/Robert_Baratheon	Robert Baratheon	1434
54	A Game of Thrones	Daenerys VI	/index.php/Daenerys_Targaryen	Daenerys Targaryen	352
54	A Game of Thrones	Daenerys VI	/index.php/Drogo	Drogo	438
54	A Game of Thrones	Daenerys VI	/index.php/Jorah_Mormont	Jorah Mormont	862
54	A Game of Thrones	Daenerys VI	/index.php/Illyrio_Mopatis	Illyrio Mopatis	771
54	A Game of Thrones	Daenerys VI	/index.php/Robert_Baratheon	Robert Baratheon	1434
54	A Game of Thrones	Daenerys VI	/index.php/Rhaego	Rhaego	1406
55	A Game of Thrones	Catelyn VIII	/index.php/Catelyn_Tully	Catelyn Tully	287
55	A Game of Thrones	Catelyn VIII	/index.php/Brynden_Tully	Brynden Tully	265
55	A Game of Thrones	Catelyn VIII	/index.php/Wylis_Manderly	Wylis Manderly	1857
55	A Game of Thrones	Catelyn VIII	/index.php/Wendel_Manderly	Wendel Manderly	1816
55	A Game of Thrones	Catelyn VIII	/index.php/Robb_Stark	Robb Stark	1431
55	A Game of Thrones	Catelyn VIII	/index.php/Rodrik_Cassel	Rodrik Cassel	1451
55	A Game of Thrones	Catelyn VIII	/index.php/Sansa_Stark	Sansa Stark	1530
55	A Game of Thrones	Catelyn VIII	/index.php/Cersei_Lannister	Cersei Lannister	295
55	A Game of Thrones	Catelyn VIII	/index.php/Jaime_Lannister	Jaime Lannister	785
55	A Game of Thrones	Catelyn VIII	/index.php/Gregor_Clegane	Gregor Clegane	629
55	A Game of Thrones	Catelyn VIII	/index.php/Beric_Dondarrion	Beric Dondarrion	204
55	A Game of Thrones	Catelyn VIII	/index.php/Eddard_Stark	Eddard Stark	456
55	A Game of Thrones	Catelyn VIII	/index.php/Raymun_Darry	Raymun Darry	1382
55	A Game of Thrones	Catelyn VIII	/index.php/Tywin_Lannister	Tywin Lannister	1727
55	A Game of Thrones	Catelyn VIII	/index.php/Jon_Umber_(Greatjon)	Jon Umber (Greatjon)	852
55	A Game of Thrones	Catelyn VIII	/index.php/Roose_Bolton	Roose Bolton	1486
55	A Game of Thrones	Catelyn VIII	/index.php/Hoster_Tully	Hoster Tully	746
56	A Game of Thrones	Tyrion VII	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
56	A Game of Thrones	Tyrion VII	/index.php/Tywin_Lannister	Tywin Lannister	1727
56	A Game of Thrones	Tyrion VII	/index.php/Edmure_Tully	Edmure Tully	462
56	A Game of Thrones	Tyrion VII	/index.php/Jaime_Lannister	Jaime Lannister	785
56	A Game of Thrones	Tyrion VII	/index.php/Beric_Dondarrion	Beric Dondarrion	204
56	A Game of Thrones	Tyrion VII	/index.php/Robb_Stark	Robb Stark	1431
57	A Game of Thrones	Sansa V	/index.php/Sansa_Stark	Sansa Stark	1530
57	A Game of Thrones	Sansa V	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
57	A Game of Thrones	Sansa V	/index.php/Eddard_Stark	Eddard Stark	456
57	A Game of Thrones	Sansa V	/index.php/Cersei_Lannister	Cersei Lannister	295
57	A Game of Thrones	Sansa V	/index.php/Janos_Slynt	Janos Slynt	790
57	A Game of Thrones	Sansa V	/index.php/Barristan_Selmy	Barristan Selmy	163
57	A Game of Thrones	Sansa V	/index.php/Jaime_Lannister	Jaime Lannister	785
57	A Game of Thrones	Sansa V	/index.php/Sandor_Clegane	Sandor Clegane	1528
58	A Game of Thrones	Eddard XV	/index.php/Eddard_Stark	Eddard Stark	456
58	A Game of Thrones	Eddard XV	/index.php/Rhaegar_Targaryen	Rhaegar Targaryen	1404
58	A Game of Thrones	Eddard XV	/index.php/Elia_Martell	Elia Martell	483
58	A Game of Thrones	Eddard XV	/index.php/Lyanna_Stark	Lyanna Stark	1015
58	A Game of Thrones	Eddard XV	/index.php/Varys	Varys	1757
58	A Game of Thrones	Eddard XV	/index.php/Arya_Stark	Arya Stark	136
58	A Game of Thrones	Eddard XV	/index.php/Illyrio_Mopatis	Illyrio Mopatis	771
58	A Game of Thrones	Eddard XV	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
58	A Game of Thrones	Eddard XV	/index.php/Catelyn_Tully	Catelyn Tully	287
58	A Game of Thrones	Eddard XV	/index.php/Robert_Baratheon	Robert Baratheon	1434
58	A Game of Thrones	Eddard XV	/index.php/Lancel_Lannister	Lancel Lannister	922
58	A Game of Thrones	Eddard XV	/index.php/Cersei_Lannister	Cersei Lannister	295
58	A Game of Thrones	Eddard XV	/index.php/Robb_Stark	Robb Stark	1431
58	A Game of Thrones	Eddard XV	/index.php/Stannis_Baratheon	Stannis Baratheon	1586
58	A Game of Thrones	Eddard XV	/index.php/Tywin_Lannister	Tywin Lannister	1727
58	A Game of Thrones	Eddard XV	/index.php/Jon_Snow	Jon Snow	851
58	A Game of Thrones	Eddard XV	/index.php/Petyr_Baelish	Petyr Baelish	1303
58	A Game of Thrones	Eddard XV	/index.php/Sansa_Stark	Sansa Stark	1530
59	A Game of Thrones	Catelyn IX	/index.php/Catelyn_Tully	Catelyn Tully	287
59	A Game of Thrones	Catelyn IX	/index.php/Robb_Stark	Robb Stark	1431
59	A Game of Thrones	Catelyn IX	/index.php/Lord_Walder_Frey	Lord Walder Frey	975
59	A Game of Thrones	Catelyn IX	/index.php/Hoster_Tully	Hoster Tully	746
59	A Game of Thrones	Catelyn IX	/index.php/Brynden_Tully	Brynden Tully	265
59	A Game of Thrones	Catelyn IX	/index.php/Edmure_Tully	Edmure Tully	462
59	A Game of Thrones	Catelyn IX	/index.php/Stevron_Frey	Stevron Frey	1598
59	A Game of Thrones	Catelyn IX	/index.php/Tywin_Lannister	Tywin Lannister	1727
59	A Game of Thrones	Catelyn IX	/index.php/Robert_Arryn	Robert Arryn	1432
59	A Game of Thrones	Catelyn IX	/index.php/Jon_Arryn	Jon Arryn	836
59	A Game of Thrones	Catelyn IX	/index.php/Helman_Tallhart	Helman Tallhart	719
59	A Game of Thrones	Catelyn IX	/index.php/Arya_Stark	Arya Stark	136
59	A Game of Thrones	Catelyn IX	/index.php/Elmar_Frey	Elmar Frey	488
60	A Game of Thrones	Jon VIII	/index.php/Jon_Snow	Jon Snow	851
60	A Game of Thrones	Jon VIII	/index.php/Jeor_Mormont	Jeor Mormont	808
60	A Game of Thrones	Jon VIII	/index.php/Alliser_Thorne	Alliser Thorne	57
60	A Game of Thrones	Jon VIII	/index.php/Jafer_Flowers	Jafer Flowers	782
60	A Game of Thrones	Jon VIII	/index.php/Jaremy_Rykker	Jaremy Rykker	793
60	A Game of Thrones	Jon VIII	/index.php/Samwell_Tarly	Samwell Tarly	1527
60	A Game of Thrones	Jon VIII	/index.php/Aemon_Targaryen	Aemon Targaryen	20
60	A Game of Thrones	Jon VIII	/index.php/Daeron_II_Targaryen	Daeron II Targaryen	355
61	A Game of Thrones	Daenerys VII	/index.php/Daenerys_Targaryen	Daenerys Targaryen	352
61	A Game of Thrones	Daenerys VII	/index.php/Drogo	Drogo	438
61	A Game of Thrones	Daenerys VII	/index.php/Ogo	Ogo	1227
61	A Game of Thrones	Daenerys VII	/index.php/Jorah_Mormont	Jorah Mormont	862
61	A Game of Thrones	Daenerys VII	/index.php/Rhaegar_Targaryen	Rhaegar Targaryen	1404
61	A Game of Thrones	Daenerys VII	/index.php/Mirri_Maz_Duur	Mirri Maz Duur	1145
62	A Game of Thrones	Tyrion VIII	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
62	A Game of Thrones	Tyrion VIII	/index.php/Tywin_Lannister	Tywin Lannister	1727
62	A Game of Thrones	Tyrion VIII	/index.php/Gregor_Clegane	Gregor Clegane	629
62	A Game of Thrones	Tyrion VIII	/index.php/Shae	Shae	1552
62	A Game of Thrones	Tyrion VIII	/index.php/Bronn	Bronn	256
62	A Game of Thrones	Tyrion VIII	/index.php/Roose_Bolton	Roose Bolton	1486
62	A Game of Thrones	Tyrion VIII	/index.php/Conn	Conn	324
62	A Game of Thrones	Tyrion VIII	/index.php/Ulf	Ulf	1728
62	A Game of Thrones	Tyrion VIII	/index.php/Addam_Marbrand	Addam Marbrand	2
62	A Game of Thrones	Tyrion VIII	/index.php/Wylis_Manderly	Wylis Manderly	1857
62	A Game of Thrones	Tyrion VIII	/index.php/Harrion_Karstark	Harrion Karstark	702
62	A Game of Thrones	Tyrion VIII	/index.php/Halys_Hornwood	Halys Hornwood	678
62	A Game of Thrones	Tyrion VIII	/index.php/Robb_Stark	Robb Stark	1431
63	A Game of Thrones	Catelyn X	/index.php/Catelyn_Tully	Catelyn Tully	287
63	A Game of Thrones	Catelyn X	/index.php/Robb_Stark	Robb Stark	1431
63	A Game of Thrones	Catelyn X	/index.php/Jaime_Lannister	Jaime Lannister	785
63	A Game of Thrones	Catelyn X	/index.php/Brynden_Tully	Brynden Tully	265
63	A Game of Thrones	Catelyn X	/index.php/Tytos_Blackwood	Tytos Blackwood	1721
63	A Game of Thrones	Catelyn X	/index.php/Daryn_Hornwood	Daryn Hornwood	382
63	A Game of Thrones	Catelyn X	/index.php/Torrhen_Karstark	Torrhen Karstark	1684
63	A Game of Thrones	Catelyn X	/index.php/Eddard_Karstark	Eddard Karstark	455
63	A Game of Thrones	Catelyn X	/index.php/Tywin_Lannister	Tywin Lannister	1727
64	A Game of Thrones	Daenerys VIII	/index.php/Daenerys_Targaryen	Daenerys Targaryen	352
64	A Game of Thrones	Daenerys VIII	/index.php/Drogo	Drogo	438
64	A Game of Thrones	Daenerys VIII	/index.php/Mirri_Maz_Duur	Mirri Maz Duur	1145
64	A Game of Thrones	Daenerys VIII	/index.php/Jorah_Mormont	Jorah Mormont	862
64	A Game of Thrones	Daenerys VIII	/index.php/Quaro	Quaro	1339
65	A Game of Thrones	Arya V	/index.php/Arya_Stark	Arya Stark	136
65	A Game of Thrones	Arya V	/index.php/Eddard_Stark	Eddard Stark	456
65	A Game of Thrones	Arya V	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
65	A Game of Thrones	Arya V	/index.php/Varys	Varys	1757
65	A Game of Thrones	Arya V	/index.php/Cersei_Lannister	Cersei Lannister	295
65	A Game of Thrones	Arya V	/index.php/Janos_Slynt	Janos Slynt	790
65	A Game of Thrones	Arya V	/index.php/Ilyn_Payne	Ilyn Payne	772
65	A Game of Thrones	Arya V	/index.php/Yoren	Yoren	1873
66	A Game of Thrones	Bran VII	/index.php/Bran_Stark	Bran Stark	240
66	A Game of Thrones	Bran VII	/index.php/Rodrik_Cassel	Rodrik Cassel	1451
66	A Game of Thrones	Bran VII	/index.php/Luwin	Luwin	1013
66	A Game of Thrones	Bran VII	/index.php/Eddard_Stark	Eddard Stark	456
66	A Game of Thrones	Bran VII	/index.php/Jon_Snow	Jon Snow	851
66	A Game of Thrones	Bran VII	/index.php/Hodor	Hodor	736
66	A Game of Thrones	Bran VII	/index.php/Osha	Osha	1255
66	A Game of Thrones	Bran VII	/index.php/Rickon_Stark	Rickon Stark	1426
67	A Game of Thrones	Sansa VI	/index.php/Sansa_Stark	Sansa Stark	1530
67	A Game of Thrones	Sansa VI	/index.php/Eddard_Stark	Eddard Stark	456
67	A Game of Thrones	Sansa VI	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
67	A Game of Thrones	Sansa VI	/index.php/Sandor_Clegane	Sandor Clegane	1528
67	A Game of Thrones	Sansa VI	/index.php/Meryn_Trant	Meryn Trant	1140
67	A Game of Thrones	Sansa VI	/index.php/Mordane	Mordane	1157
67	A Game of Thrones	Sansa VI	/index.php/Robb_Stark	Robb Stark	1431
67	A Game of Thrones	Sansa VI	/index.php/Jaime_Lannister	Jaime Lannister	785
68	A Game of Thrones	Daenerys IX	/index.php/Daenerys_Targaryen	Daenerys Targaryen	352
68	A Game of Thrones	Daenerys IX	/index.php/Viserys_Targaryen	Viserys Targaryen	1770
68	A Game of Thrones	Daenerys IX	/index.php/Rhaego	Rhaego	1406
68	A Game of Thrones	Daenerys IX	/index.php/Mirri_Maz_Duur	Mirri Maz Duur	1145
68	A Game of Thrones	Daenerys IX	/index.php/Jorah_Mormont	Jorah Mormont	862
68	A Game of Thrones	Daenerys IX	/index.php/Drogo	Drogo	438
68	A Game of Thrones	Daenerys IX	/index.php/Pono	Pono	1313
68	A Game of Thrones	Daenerys IX	/index.php/Jhaqo	Jhaqo	824
68	A Game of Thrones	Daenerys IX	/index.php/Eroeh	Eroeh	512
69	A Game of Thrones	Tyrion IX	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
69	A Game of Thrones	Tyrion IX	/index.php/Tywin_Lannister	Tywin Lannister	1727
69	A Game of Thrones	Tyrion IX	/index.php/Jaime_Lannister	Jaime Lannister	785
69	A Game of Thrones	Tyrion IX	/index.php/Eddard_Stark	Eddard Stark	456
69	A Game of Thrones	Tyrion IX	/index.php/Kevan_Lannister	Kevan Lannister	900
69	A Game of Thrones	Tyrion IX	/index.php/Robb_Stark	Robb Stark	1431
69	A Game of Thrones	Tyrion IX	/index.php/Renly_Baratheon	Renly Baratheon	1396
69	A Game of Thrones	Tyrion IX	/index.php/Stannis_Baratheon	Stannis Baratheon	1586
69	A Game of Thrones	Tyrion IX	/index.php/Varys	Varys	1757
69	A Game of Thrones	Tyrion IX	/index.php/Mace_Tyrell	Mace Tyrell	1035
69	A Game of Thrones	Tyrion IX	/index.php/Margaery_Tyrell	Margaery Tyrell	1066
69	A Game of Thrones	Tyrion IX	/index.php/Cersei_Lannister	Cersei Lannister	295
69	A Game of Thrones	Tyrion IX	/index.php/Melisandre	Melisandre	1122
69	A Game of Thrones	Tyrion IX	/index.php/Janos_Slynt	Janos Slynt	790
69	A Game of Thrones	Tyrion IX	/index.php/Barristan_Selmy	Barristan Selmy	163
69	A Game of Thrones	Tyrion IX	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
69	A Game of Thrones	Tyrion IX	/index.php/Shae	Shae	1552
70	A Game of Thrones	Jon IX	/index.php/Jon_Snow	Jon Snow	851
70	A Game of Thrones	Jon IX	/index.php/Robb_Stark	Robb Stark	1431
70	A Game of Thrones	Jon IX	/index.php/Samwell_Tarly	Samwell Tarly	1527
70	A Game of Thrones	Jon IX	/index.php/Jeor_Mormont	Jeor Mormont	808
70	A Game of Thrones	Jon IX	/index.php/Qhorin_Halfhand	Qhorin Halfhand	1335
70	A Game of Thrones	Jon IX	/index.php/Mance_Rayder	Mance Rayder	1057
70	A Game of Thrones	Jon IX	/index.php/Benjen_Stark	Benjen Stark	194
71	A Game of Thrones	Catelyn XI	/index.php/Catelyn_Tully	Catelyn Tully	287
71	A Game of Thrones	Catelyn XI	/index.php/Robb_Stark	Robb Stark	1431
71	A Game of Thrones	Catelyn XI	/index.php/Hoster_Tully	Hoster Tully	746
71	A Game of Thrones	Catelyn XI	/index.php/Brynden_Tully	Brynden Tully	265
71	A Game of Thrones	Catelyn XI	/index.php/Eddard_Stark	Eddard Stark	456
71	A Game of Thrones	Catelyn XI	/index.php/Tytos_Blackwood	Tytos Blackwood	1721
71	A Game of Thrones	Catelyn XI	/index.php/Petyr_Baelish	Petyr Baelish	1303
71	A Game of Thrones	Catelyn XI	/index.php/Renly_Baratheon	Renly Baratheon	1396
71	A Game of Thrones	Catelyn XI	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
71	A Game of Thrones	Catelyn XI	/index.php/Tommen_Baratheon	Tommen Baratheon	1676
71	A Game of Thrones	Catelyn XI	/index.php/Stevron_Frey	Stevron Frey	1598
71	A Game of Thrones	Catelyn XI	/index.php/Jon_Umber_(Greatjon)	Jon Umber (Greatjon)	852
72	A Game of Thrones	Daenerys X	/index.php/Daenerys_Targaryen	Daenerys Targaryen	352
72	A Game of Thrones	Daenerys X	/index.php/Drogo	Drogo	438
72	A Game of Thrones	Daenerys X	/index.php/Mirri_Maz_Duur	Mirri Maz Duur	1145
72	A Game of Thrones	Daenerys X	/index.php/Jorah_Mormont	Jorah Mormont	862
72	A Game of Thrones	Daenerys X	/index.php/Jhogo	Jhogo	826
74	A Storm of Swords	Prologue	/index.php/Maester_Cressen	Maester Cressen	1046
74	A Storm of Swords	Prologue	/index.php/Shireen_Baratheon	Shireen Baratheon	1562
74	A Storm of Swords	Prologue	/index.php/Patchface	Patchface	1279
74	A Storm of Swords	Prologue	/index.php/Steffon_Baratheon	Steffon Baratheon	1590
74	A Storm of Swords	Prologue	/index.php/Rhaegar_Targaryen	Rhaegar Targaryen	1404
74	A Storm of Swords	Prologue	/index.php/Aerys_II_Targaryen	Aerys II Targaryen	27
74	A Storm of Swords	Prologue	/index.php/Davos_Seaworth	Davos Seaworth	385
74	A Storm of Swords	Prologue	/index.php/Stannis_Baratheon	Stannis Baratheon	1586
74	A Storm of Swords	Prologue	/index.php/Renly_Baratheon	Renly Baratheon	1396
74	A Storm of Swords	Prologue	/index.php/Eddard_Stark	Eddard Stark	456
74	A Storm of Swords	Prologue	/index.php/Jon_Arryn	Jon Arryn	836
74	A Storm of Swords	Prologue	/index.php/Robert_Arryn	Robert Arryn	1432
74	A Storm of Swords	Prologue	/index.php/Selyse_Florent	Selyse Florent	1545
74	A Storm of Swords	Prologue	/index.php/Melisandre	Melisandre	1122
75	A Storm of Swords	Arya I	/index.php/Arya_Stark	Arya Stark	136
75	A Storm of Swords	Arya I	/index.php/Yoren	Yoren	1873
75	A Storm of Swords	Arya I	/index.php/Hot_Pie	Hot Pie	747
75	A Storm of Swords	Arya I	/index.php/Lommy_Greenhands	Lommy Greenhands	968
