start,end,cost
20001,3397,1
20001,3398,1
20001,3399,1
20001,3400,1
20001,3401,1
20001,3402,1
20001,3403,1
20001,3404,1
20001,3405,1
20001,3406,1
20001,3407,1
20001,3408,1
20001,3409,1
20001,3410,1
20001,3411,1
20001,3412,1
20001,3413,1
20001,3414,1
20001,3415,1
20001,3416,1
20001,3417,1
20001,3418,1
20001,3419,1
20001,3420,1
20001,3421,1
20001,3422,1
20001,3423,1
20001,3424,1
20001,3425,1
20001,3426,1
20001,3427,1
20001,3428,1
20001,3429,1
20001,3430,1
20001,3431,1
20001,3432,1
20001,3433,1
20001,3434,1
20001,3435,1
20001,3436,1
20001,3437,1
20001,3438,1
20001,3439,1
20001,3440,1
20001,3441,1
20001,3442,1
20001,3443,1
20001,3444,1
20001,3445,1
20001,3446,1
20001,3447,1
20001,3448,1
20001,3449,1
20001,3450,1
20001,3451,1
20001,3452,1
20001,3453,1
20001,3454,1
20001,3455,1
20001,3456,1
20001,3457,1
20001,3458,1
20001,3459,1
20001,3460,1
20001,3461,1
20001,3462,1
20001,3463,1
20001,3464,1
20001,3465,1
20001,3466,1
20001,3467,1
20001,3468,1
20001,3469,1
20001,3470,1
20001,3471,1
20001,3472,1
20001,3473,1
20001,3474,1
20001,3475,1
20001,3476,1
20001,3477,1
20001,3478,1
20001,3479,1
20001,3480,1
20001,3481,1
20001,3482,1
20001,3483,1
20001,3484,1
20001,3485,1
20001,3486,1
20001,3487,1
20001,3488,1
20001,3489,1
20001,3490,1
20001,3491,1
20001,3492,1
20001,3493,1
20001,3494,1
20001,3495,1
20001,3496,1
20001,3497,1
20001,3498,1
20001,3499,1
20001,3500,1
20001,3501,1
20001,3502,1
20001,3503,1
20001,3504,1
20001,3505,1
20001,3506,1
20001,3507,1
20001,3508,1
20001,3509,1
20001,3510,1
20001,3511,1
20001,3512,1
20001,3513,1
20001,3514,1
20001,3515,1
20001,3516,1
20001,3517,1
20001,3518,1
20001,3519,1
20001,3520,1
20001,3521,1
20001,3522,1
20001,3523,1
20001,3524,1
20001,3525,1
20001,3526,1
20001,3527,1
20001,3528,1
20001,3529,1
20001,3530,1
20001,3531,1
20001,3532,1
20001,3533,1
20001,3534,1
20001,3535,1
20001,3536,1
20001,3537,1
20001,3538,1
20001,3539,1
20001,3540,1
20001,3541,1
20001,3542,1
20001,3543,1
20001,3544,1
20001,3545,1
20001,3546,1
20001,3547,1
20001,3548,1
20001,3549,1
20001,3550,1
20001,3551,1
20001,3552,1
20001,3553,1
20001,3554,1
20001,3555,1
20001,3556,1
20001,3557,1
20001,3558,1
20001,3559,1
20001,3560,1
20001,3561,1
20001,3562,1
20001,3563,1
20001,3564,1
20001,3565,1
20001,3566,1
20001,3567,1
20001,3568,1
20001,3569,1
20001,3570,1
20001,3571,1
20001,3572,1
20001,3573,1
20001,3574,1
20001,3575,1
20001,3576,1
20001,3577,1
20001,3578,1
20001,3579,1
20001,3580,1
20001,3581,1
20001,3582,1
20001,3583,1
20001,3584,1
20001,3585,1
20001,3586,1
20001,3587,1
20001,3588,1
20001,3589,1
20001,3590,1
20001,3591,1
20001,3592,1
20001,3593,1
20001,3594,1
20001,3595,1
20001,3596,1
20001,3597,1
20001,3598,1
20001,3599,1
20001,3600,1
20001,3601,1
20001,3602,1
20001,3603,1
20001,3604,1
20001,3605,1
20001,3606,1
20001,3607,1
20001,3608,1
20001,3609,1
20001,3610,1
20001,3611,1
20001,3612,1
20001,3613,1
20001,3614,1
20001,3615,1
20001,3616,1
20001,3617,1
20001,3618,1
20001,3619,1
20001,3620,1
20001,3621,1
20001,3622,1
20001,3623,1
20001,3624,1
20001,3625,1
20001,3626,1
20001,3627,1
20001,3628,1
20001,3629,1
20001,3630,1
20001,3631,1
20001,3632,1
20001,3633,1
20001,3634,1
20001,3635,1
20001,3636,1
20001,3637,1
20001,3638,1
20001,3639,1
20001,3640,1
20001,3641,1
20001,3642,1
20001,3643,1
20001,3644,1
20001,3645,1
20001,3646,1
20001,3647,1
20001,3648,1
20001,3649,1
20001,3650,1
20001,3651,1
20001,3652,1
20001,3653,1
20001,3654,1
20001,3655,1
20001,3656,1
20001,3657,1
20001,3658,1
20001,3659,1
20001,3660,1
20001,3661,1
20001,3662,1
20001,3663,1
20001,3664,1
20001,3665,1
20001,3666,1
20001,3667,1
20001,3668,1
20001,3669,1
20001,3670,1
20001,3671,1
20001,3672,1
20001,3673,1
20001,3674,1
20001,3675,1
20001,3676,1
20001,3677,1
20001,3678,1
20001,3679,1
20001,3680,1
20001,3681,1
20001,3682,1
20001,3683,1
20001,3684,1
20001,3685,1
20001,3686,1
20001,3687,1
20001,3688,1
20001,3689,1
20001,3690,1
20001,3691,1
20001,3692,1
20001,3693,1
20001,3694,1
20001,3695,1
20001,3696,1
20001,3697,1
20001,3698,1
20001,3699,1
20001,3700,1
20001,3701,1
20001,3702,1
20001,3703,1
20001,3704,1
20001,3705,1
20001,3706,1
20001,3707,1
20001,3708,1
20001,3709,1
20001,3710,1
20001,3711,1
20001,3712,1
20001,3713,1
20001,3714,1
20001,3715,1
20001,3716,1
20001,3717,1
20001,3718,1
20001,3719,1
20001,3720,1
20001,3721,1
20001,3722,1
20001,3723,1
20001,3724,1
20001,3725,1
20001,3726,1
20001,3727,1
20001,3728,1
20001,3729,1
20001,3730,1
20001,3731,1
20001,3732,1
20001,3733,1
20001,3734,1
20001,3735,1
20001,3736,1
20001,3737,1
20001,3738,1
20001,3739,1
20001,3740,1
20001,3741,1
20001,3742,1
20001,3743,1
20001,3744,1
20001,3745,1
20001,3746,1
20001,3747,1
20001,3748,1
20001,3749,1
20001,3750,1
20001,3751,1
20001,3752,1
20001,3753,1
20001,3754,1
20001,3755,1
20001,3756,1
20001,3757,1
20001,3758,1
20001,3759,1
20001,3760,1
20001,3761,1
20001,3762,1
20001,3763,1
20001,3764,1
20001,3765,1
20001,3766,1
20001,3767,1
20001,3768,1
20001,3769,1
20001,3770,1
20001,3771,1
20001,3772,1
20001,3773,1
20001,3774,1
20001,3775,1
20001,3776,1
20001,3777,1
20001,3778,1
20001,3779,1
20001,3780,1
20001,3781,1
20001,3782,1
20001,3783,1
20001,3784,1
20001,3785,1
20001,3786,1
20001,3787,1
20001,3788,1
20001,3789,1
20001,3790,1
20001,3791,1
20001,3792,1
20001,3793,1
20001,3794,1
20001,3795,1
20001,3796,1
20001,3797,1
20001,3798,1
20001,3799,1
20001,3800,1
20001,3801,1
20001,3802,1
20001,3803,1
20001,3804,1
20001,3805,1
20001,3806,1
20001,3807,1
20001,3808,1
20001,3809,1
20001,3810,1
20001,3811,1
20001,3812,1
20001,3813,1
20001,3814,1
20001,3815,1
20001,3816,1
20001,3817,1
20001,3818,1
20001,3819,1
20001,3820,1
20001,3821,1
20001,3822,1
20001,3823,1
20001,3824,1
20001,3825,1
20001,3826,1
20001,3827,1
20001,3828,1
20001,3829,1
20001,3830,1
20001,3831,1
20001,3832,1
20001,3833,1
20001,3834,1
20001,3835,1
20001,3836,1
20001,3837,1
20001,3838,1
20001,3839,1
20001,3840,1
20001,3841,1
20001,3842,1
20001,3843,1
20001,3844,1
20001,3845,1
20001,3846,1
20001,3847,1
20001,3848,1
20001,3849,1
20001,3850,1
20001,3851,1
20001,3852,1
20001,3853,1
20001,3854,1
20001,3855,1
20001,3856,1
20001,3857,1
20001,3858,1
20001,3859,1
20001,3860,1
20001,3861,1
20001,3862,1
20001,3863,1
20001,3864,1
20001,3865,1
20001,3866,1
20001,3867,1
20001,3868,1
20001,3869,1
20001,3870,1
20001,3871,1
20001,3872,1
20001,3873,1
20001,3874,1
20001,3875,1
20001,3876,1
20001,3877,1
20001,3878,1
20001,3879,1
20001,3880,1
20001,3881,1
20001,3882,1
20001,3883,1
20001,3884,1
20001,3885,1
20001,3886,1
20001,3887,1
20001,3888,1
20001,3889,1
20001,3890,1
20001,3891,1
20001,3892,1
20001,3893,1
20001,3894,1
20001,3895,1
20001,3896,1
20001,3897,1
20001,3898,1
20001,3899,1
20001,3900,1
20001,3901,1
20001,3902,1
20001,3903,1
20001,3904,1
20001,3905,1
20001,3906,1
20001,3907,1
20001,3908,1
20001,3909,1
20001,3910,1
20001,3911,1
20001,3912,1
20001,3913,1
20001,3914,1
20001,3915,1
20001,3916,1
20001,3917,1
20001,3918,1
20001,3919,1
20001,3920,1
20001,3921,1
20001,3922,1
20001,3923,1
20001,3924,1
20001,3925,1
20001,3926,1
20001,3927,1
20001,3928,1
20001,3929,1
20001,3930,1
20001,3931,1
20001,3932,1
20001,3933,1
20001,3934,1
20001,3935,1
20001,3936,1
20001,3937,1
20001,3938,1
20001,3939,1
20001,3940,1
20001,3941,1
20001,3942,1
20001,3943,1
20001,3944,1
20001,3945,1
20001,3946,1
20001,3947,1
20001,3948,1
20001,3949,1
20001,3950,1
20001,3951,1
20001,3952,1
20001,3953,1
20001,3954,1
20001,3955,1
20001,3956,1
20001,3957,1
20001,3958,1
20001,3959,1
20001,3960,1
20001,3961,1
20001,3962,1
20001,3963,1
20001,3964,1
20001,3965,1
20001,3966,1
20001,3967,1
20001,3968,1
20001,3969,1
20001,3970,1
20001,3971,1
20001,3972,1
20001,3973,1
20001,3974,1
20001,3975,1
20001,3976,1
20001,3977,1
20001,3978,1
20001,3979,1
20001,3980,1
20001,3981,1
20001,3982,1
20001,3983,1
20001,3984,1
20001,3985,1
20001,3986,1
20001,3987,1
20001,3988,1
20001,3989,1
20001,3990,1
20001,3991,1
20001,3992,1
20001,3993,1
20001,3994,1
20001,3995,1
20001,3996,1
20001,3997,1
20001,3998,1
20001,3999,1
20001,4000,1
20001,4001,1
20001,4002,1
20001,4003,1
20001,4004,1
20001,4005,1
20001,4006,1
20001,4007,1
20001,4008,1
20001,4009,1
20001,4010,1
20001,4011,1
20001,4012,1
20001,4013,1
20001,4014,1
20001,4015,1
20001,4016,1
20001,4017,1
20001,4018,1
20001,4019,1
20001,4020,1
20001,4021,1
20001,4022,1
20001,4023,1
20001,4024,1
20001,4025,1
20001,4026,1
20001,4027,1
20001,4028,1
20001,4029,1
20001,4030,1
20001,4031,1
20001,4032,1
20001,4033,1
20001,4034,1
20001,4035,1
20001,4036,1
20001,4037,1
20001,4038,1
20001,4039,1
20001,4040,1
20001,4041,1
20001,4042,1
20001,4043,1
20001,4044,1
20001,4045,1
20001,4046,1
20001,4047,1
20001,4048,1
20001,4049,1
20001,4050,1
20001,4051,1
20001,4052,1
20001,4053,1
20001,4054,1
20001,4055,1
20001,4056,1
20001,4057,1
20001,4058,1
20001,4059,1
20001,4060,1
20001,4061,1
20001,4062,1
20001,4063,1
20001,4064,1
20001,4065,1
20001,4066,1
20001,4067,1
20001,4068,1
20001,4069,1
20001,4070,1
20001,4071,1
20001,4072,1
20001,4073,1
20001,4074,1
20001,4075,1
20001,4076,1
20001,4077,1
20001,4078,1
20001,4079,1
20001,4080,1
20001,4081,1
20001,4082,1
20001,4083,1
20001,4084,1
20001,4085,1
20001,4086,1
20001,4087,1
20001,4088,1
20001,4089,1
20001,4090,1
20001,4091,1
20001,4092,1
20001,4093,1
20001,4094,1
20001,4095,1
20001,4096,1
20001,4097,1
20001,4098,1
20001,4099,1
20001,4100,1
20001,4101,1
20001,4102,1
20001,4103,1
20001,4104,1
20001,4105,1
20001,4106,1
20001,4107,1
20001,4108,1
20001,4109,1
20001,4110,1
20001,4111,1
20001,4112,1
20001,4113,1
20001,4114,1
20001,4115,1
20001,4116,1
20001,4117,1
20001,4118,1
20001,4119,1
20001,4120,1
20001,4121,1
20001,4122,1
20001,4123,1
20001,4124,1
20001,4125,1
20001,4126,1
20001,4127,1
20001,4128,1
20001,4129,1
20001,4130,1
20001,4131,1
20001,4132,1
20001,4133,1
20001,4134,1
20001,4135,1
20001,4136,1
20001,4137,1
20001,4138,1
20001,4139,1
20001,4140,1
20001,4141,1
20001,4142,1
20001,4143,1
20001,4144,1
20001,4145,1
20001,4146,1
20001,4147,1
20001,4148,1
20001,4149,1
20001,4150,1
20001,4151,1
20001,4152,1
20001,4153,1
20001,4154,1
20001,4155,1
20001,4156,1
20001,4157,1
20001,4158,1
20001,4159,1
20001,4160,1
20001,4161,1
20001,4162,1
20001,4163,1
20001,4164,1
20001,4165,1
20001,4166,1
20001,4167,1
20001,4168,1
20001,4169,1
20001,4170,1
20001,4171,1
20001,4172,1
20001,4173,1
20001,4174,1
20001,4175,1
20001,4176,1
20001,4177,1
20001,4178,1
20001,4179,1
20001,4180,1
20001,4181,1
20001,4182,1
20001,4183,1
20001,4184,1
20001,4185,1
20001,4186,1
20001,4187,1
20001,4188,1
20001,4189,1
20001,4190,1
20001,4191,1
20001,4192,1
20001,4193,1
20001,4194,1
20001,4195,1
20001,4196,1
20001,4197,1
20001,4198,1
20001,4199,1
20001,4200,1
20001,4201,1
20001,4202,1
20001,4203,1
20001,4204,1
20001,4205,1
20001,4206,1
20001,4207,1
20001,4208,1
20001,4209,1
20001,4210,1
20001,4211,1
20001,4212,1
20001,4213,1
20001,4214,1
20001,4215,1
20001,4216,1
20001,4217,1
20001,4218,1
20001,4219,1
20001,4220,1
20001,4221,1
20001,4222,1
20001,4223,1
20001,4224,1
20001,4225,1
20001,4226,1
20001,4227,1
20001,4228,1
20001,4229,1
20001,4230,1
20001,4231,1
20001,4232,1
20001,4233,1
20001,4234,1
20001,4235,1
20001,4236,1
20001,4237,1
20001,4238,1
20001,4239,1
20001,4240,1
20001,4241,1
20001,4242,1
20001,4243,1
20001,4244,1
20001,4245,1
20001,4246,1
20001,4247,1
20001,4248,1
20001,4249,1
20001,4250,1
20001,4251,1
20001,4252,1
20001,4253,1
20001,4254,1
20001,4255,1
20001,4256,1
20001,4257,1
20001,4258,1
20001,4259,1
20001,4260,1
20001,4261,1
20001,4262,1
20001,4263,1
20001,4264,1
20001,4265,1
20001,4266,1
20001,4267,1
20001,4268,1
20001,4269,1
20001,4270,1
20001,4271,1
20001,4272,1
20001,4273,1
20001,4274,1
20001,4275,1
20001,4276,1
20001,4277,1
20001,4278,1
20001,4279,1
20001,4280,1
20001,4281,1
20001,4282,1
20001,4283,1
20001,4284,1
20001,4285,1
20001,4286,1
20001,4287,1
20001,4288,1
20001,4289,1
20001,4290,1
20001,4291,1
20001,4292,1
20001,4293,1
20001,4294,1
20001,4295,1
20001,4296,1
20001,4297,1
20001,4298,1
20001,4299,1
20001,4300,1
20001,4301,1
20001,4302,1
20001,4303,1
20001,4304,1
20001,4305,1
20001,4306,1
20001,4307,1
20001,4308,1
20001,4309,1
20001,4310,1
20001,4311,1
20001,4312,1
20001,4313,1
20001,4314,1
20001,4315,1
20001,4316,1
20001,4317,1
20001,4318,1
20001,4319,1
20001,4320,1
20001,4321,1
20001,4322,1
20001,4323,1
20001,4324,1
20001,4325,1
20001,4326,1
20001,4327,1
20001,4328,1
20001,4329,1
20001,4330,1
20001,4331,1
20001,4332,1
20001,4333,1
20001,4334,1
20001,4335,1
20001,4336,1
20001,4337,1
20001,4338,1
20001,4339,1
20001,4340,1
20001,4341,1
20001,4342,1
20001,4343,1
20001,4344,1
20001,4345,1
20001,4346,1
20001,4347,1
20001,4348,1
20001,4349,1
20001,4350,1
20001,4351,1
20001,4352,1
20001,4353,1
20001,4354,1
20001,4355,1
20001,4356,1
20001,4357,1
20001,4358,1
20001,4359,1
20001,4360,1
20001,4361,1
20001,4362,1
20001,4363,1
20001,4364,1
20001,4365,1
20001,4366,1
20001,4367,1
20001,4368,1
20001,4369,1
20001,4370,1
20001,4371,1
20001,4372,1
20001,4373,1
20001,4374,1
20001,4375,1
20001,4376,1
20001,4377,1
20001,4378,1
20001,4379,1
20001,4380,1
20001,4381,1
20001,4382,1
20001,4383,1
20001,4384,1
20001,4385,1
20001,4386,1
20001,4387,1
20001,4388,1
20001,4389,1
20001,4390,1
20001,4391,1
20001,4392,1
20001,4393,1
20001,4394,1
20001,4395,1
20001,4396,1
20001,4397,1
20001,4398,1
20001,4399,1
20001,4400,1
20001,4401,1
20001,4402,1
20001,4403,1
20001,4404,1
20001,4405,1
20001,4406,1
20001,4407,1
20001,4408,1
20001,4409,1
20001,4410,1
20001,4411,1
20001,4412,1
20001,4413,1
20001,4414,1
20001,4415,1
20001,4416,1
20001,4417,1
20001,4418,1
20001,4419,1
20001,4420,1
20001,4421,1
20001,4422,1
20001,4423,1
20001,4424,1
20001,4425,1
20001,4426,1
20001,4427,1
20001,4428,1
20001,4429,1
20001,4430,1
20001,4431,1
20001,4432,1
20001,4433,1
20001,4434,1
20001,4435,1
20001,4436,1
20001,4437,1
20001,4438,1
20001,4439,1
20001,4440,1
20001,4441,1
20001,4442,1
20001,4443,1
20001,4444,1
20001,4445,1
20001,4446,1
20001,4447,1
20001,4448,1
20001,4449,1
20001,4450,1
20001,4451,1
20001,4452,1
20001,4453,1
20001,4454,1
20001,4455,1
20001,4456,1
20001,4457,1
20001,4458,1
20001,4459,1
20001,4460,1
20001,4461,1
20001,4462,1
20001,4463,1
20001,4464,1
20001,4465,1
20001,4466,1
20001,4467,1
20001,4468,1
20001,4469,1
20001,4470,1
20001,4471,1
20001,4472,1
20001,4473,1
20001,4474,1
20001,4475,1
20001,4476,1
20001,4477,1
20001,4478,1
20001,4479,1
20001,4480,1
20001,4481,1
20001,4482,1
20001,4483,1
20001,4484,1
20001,4485,1
20001,4486,1
20001,4487,1
20001,4488,1
20001,4489,1
20001,4490,1
20001,4491,1
20001,4492,1
20001,4493,1
20001,4494,1
20001,4495,1
20001,4496,1
20001,4497,1
20001,4498,1
20001,4499,1
20001,4500,1
20001,4501,1
20001,4502,1
20001,4503,1
20001,4504,1
20001,4505,1
20001,4506,1
20001,4507,1
20001,4508,1
20001,4509,1
20001,4510,1
20001,4511,1
20001,4512,1
20001,4513,1
20001,4514,1
20001,4515,1
20001,4516,1
20001,4517,1
20001,4518,1
20001,4519,1
20001,4520,1
20001,4521,1
20001,4522,1
20001,4523,1
20001,4524,1
20001,4525,1
20001,4526,1
20001,4527,1
20001,4528,1
20001,4529,1
20001,4530,1
20001,4531,1
20001,4532,1
20001,4533,1
20001,4534,1
20001,4535,1
20001,4536,1
20001,4537,1
20001,4538,1
20001,4539,1
20001,4540,1
20001,4541,1
20001,4542,1
20001,4543,1
20001,4544,1
20001,4545,1
20001,4546,1
20001,4547,1
20001,4548,1
20001,4549,1
20001,4550,1
20001,4551,1
20001,4552,1
20001,4553,1
20001,4554,1
20001,4555,1
20001,4556,1
20001,4557,1
20001,4558,1
20001,4559,1
20001,4560,1
20001,4561,1
20001,4562,1
20001,4563,1
20001,4564,1
20001,4565,1
20001,4566,1
20001,4567,1
20001,4568,1
20001,4569,1
20001,4570,1
20001,4571,1
20001,4572,1
20001,4573,1
20001,4574,1
20001,4575,1
20001,4576,1
20001,4577,1
20001,4578,1
20001,4579,1
20001,4580,1
20001,4581,1
20001,4582,1
20001,4583,1
20001,4584,1
20001,4585,1
20001,4586,1
20001,4587,1
20001,4588,1
20001,4589,1
20001,4590,1
20001,4591,1
20001,4592,1
20001,4593,1
20001,4594,1
20001,4595,1
20001,4596,1
20001,4597,1
20001,4598,1
20001,4599,1
20001,4600,1
20001,4601,1
20001,4602,1
20001,4603,1
20001,4604,1
20001,4605,1
20001,4606,1
20001,4607,1
20001,4608,1
20001,4609,1
20001,4610,1
20001,4611,1
20001,4612,1
20001,4613,1
20001,4614,1
20001,4615,1
20001,4616,1
20001,4617,1
20001,4618,1
20001,4619,1
20001,4620,1
20001,4621,1
20001,4622,1
20001,4623,1
20001,4624,1
20001,4625,1
20001,4626,1
20001,4627,1
20001,4628,1
20001,4629,1
20001,4630,1
20001,4631,1
20001,4632,1
20001,4633,1
20001,4634,1
20001,4635,1
20001,4636,1
20001,4637,1
20001,4638,1
20001,4639,1
20001,4640,1
20001,4641,1
20001,4642,1
20001,4643,1
20001,4644,1
20001,4645,1
20001,4646,1
20001,4647,1
20001,4648,1
20001,4649,1
20001,4650,1
20001,4651,1
20001,4652,1
20001,4653,1
20001,4654,1
20001,4655,1
20001,4656,1
20001,4657,1
20001,4658,1
20001,4659,1
20001,4660,1
20001,4661,1
20001,4662,1
20001,4663,1
20001,4664,1
20001,4665,1
20001,4666,1
20001,4667,1
20001,4668,1
20001,4669,1
20001,4670,1
20001,4671,1
20001,4672,1
20001,4673,1
20001,4674,1
20001,4675,1
20001,4676,1
20001,4677,1
20001,4678,1
20001,4679,1
20001,4680,1
20001,4681,1
20001,4682,1
20001,4683,1
20001,4684,1
20001,4685,1
20001,4686,1
20001,4687,1
20001,4688,1
20001,4689,1
20001,4690,1
20001,4691,1
20001,4692,1
20001,4693,1
20001,4694,1
20001,4695,1
20001,4696,1
20001,4697,1
20001,4698,1
20001,4699,1
20001,4700,1
20001,4701,1
20001,4702,1
20001,4703,1
20001,4704,1
20001,4705,1
20001,4706,1
20001,4707,1
20001,4708,1
20001,4709,1
20001,4710,1
20001,4711,1
20001,4712,1
20001,4713,1
20001,4714,1
20001,4715,1
20001,4716,1
20001,4717,1
20001,4718,1
20001,4719,1
20001,4720,1
20001,4721,1
20001,4722,1
20001,4723,1
20001,4724,1
20001,4725,1
20001,4726,1
20001,4727,1
20001,4728,1
20001,4729,1
20001,4730,1
20001,4731,1
20001,4732,1
20001,4733,1
20001,4734,1
20001,4735,1
20001,4736,1
20001,4737,1
20001,4738,1
20001,4739,1
20001,4740,1
20001,4741,1
20001,4742,1
20001,4743,1
20001,4744,1
20001,4745,1
20001,4746,1
20001,4747,1
20001,4748,1
20001,4749,1
20001,4750,1
20001,4751,1
20001,4752,1
20001,4753,1
20001,4754,1
20001,4755,1
20001,4756,1
20001,4757,1
20001,4758,1
20001,4759,1
20001,4760,1
20001,4761,1
20001,4762,1
20001,4763,1
20001,4764,1
20001,4765,1
20001,4766,1
20001,4767,1
20001,4768,1
20001,4769,1
20001,4770,1
20001,4771,1
20001,4772,1
20001,4773,1
20001,4774,1
20001,4775,1
20001,4776,1
20001,4777,1
20001,4778,1
20001,4779,1
20001,4780,1
20001,4781,1
20001,4782,1
20001,4783,1
20001,4784,1
20001,4785,1
20001,4786,1
20001,4787,1
20001,4788,1
20001,4789,1
20001,4790,1
20001,4791,1
20001,4792,1
20001,4793,1
20001,4794,1
20001,4795,1
20001,4796,1
20001,4797,1
20001,4798,1
20001,4799,1
20001,4800,1
20001,4801,1
20001,4802,1
20001,4803,1
20001,4804,1
20001,4805,1
20001,4806,1
20001,4807,1
20001,4808,1
20001,4809,1
20001,4810,1
20001,4811,1
20001,4812,1
20001,4813,1
20001,4814,1
20001,4815,1
20001,4816,1
20001,4817,1
20001,4818,1
20001,4819,1
20001,4820,1
20001,4821,1
20001,4822,1
20001,4823,1
20001,4824,1
20001,4825,1
20001,4826,1
20001,4827,1
20001,4828,1
20001,4829,1
20001,4830,1
20001,4831,1
20001,4832,1
20001,4833,1
20001,4834,1
20001,4835,1
20001,4836,1
20001,4837,1
20001,4838,1
20001,4839,1
20001,4840,1
20001,4841,1
20001,4842,1
20001,4843,1
20001,4844,1
20001,4845,1
20001,4846,1
20001,4847,1
20001,4848,1
20001,4849,1
20001,4850,1
20001,4851,1
20001,4852,1
20001,4853,1
20001,4854,1
20001,4855,1
20001,4856,1
20001,4857,1
20001,4858,1
20001,4859,1
20001,4860,1
20001,4861,1
20001,4862,1
20001,4863,1
20001,4864,1
20001,4865,1
20001,4866,1
20001,4867,1
20001,4868,1
20001,4869,1
20001,4870,1
20001,4871,1
20001,4872,1
20001,4873,1
20001,4874,1
20001,4875,1
20001,4876,1
20001,4877,1
20001,4878,1
20001,4879,1
20001,4880,1
20001,4881,1
20001,4882,1
20001,4883,1
20001,4884,1
20001,4885,1
20001,4886,1
20001,4887,1
20001,4888,1
20001,4889,1
20001,4890,1
20001,4891,1
20001,4892,1
20001,4893,1
20001,4894,1
20001,4895,1
20001,4896,1
20001,4897,1
20001,4898,1
20001,4899,1
20001,4900,1
20001,4901,1
20001,4902,1
20001,4903,1
20001,4904,1
20001,4905,1
20001,4906,1
20001,4907,1
20001,4908,1
20001,4909,1
20001,4910,1
20001,4911,1
20001,4912,1
20001,4913,1
20001,4914,1
20001,4915,1
20001,4916,1
20001,4917,1
20001,4918,1
20001,4919,1
20001,4920,1
20001,4921,1
20001,4922,1
20001,4923,1
20001,4924,1
20001,4925,1
20001,4926,1
20001,4927,1
20001,4928,1
20001,4929,1
20001,4930,1
20001,4931,1
20001,4932,1
20001,4933,1
20001,4934,1
20001,4935,1
20001,4936,1
20001,4937,1
20001,4938,1
20001,4939,1
20001,4940,1
20001,4941,1
20001,4942,1
20001,4943,1
20001,4944,1
20001,4945,1
20001,4946,1
20001,4947,1
20001,4948,1
20001,4949,1
20001,4950,1
20001,4951,1
20001,4952,1
20001,4953,1
20001,4954,1
20001,4955,1
20001,4956,1
20001,4957,1
20001,4958,1
20001,4959,1
20001,4960,1
20001,4961,1
20001,4962,1
20001,4963,1
20001,4964,1
20001,4965,1
20001,4966,1
20001,4967,1
20001,4968,1
20001,4969,1
20001,4970,1
20001,4971,1
20001,4972,1
20001,4973,1
20001,4974,1
20001,4975,1
20001,4976,1
20001,4977,1
20001,4978,1
20001,4979,1
20001,4980,1
20001,4981,1
20001,4982,1
20001,4983,1
20001,4984,1
20001,4985,1
20001,4986,1
20001,4987,1
20001,4988,1
20001,4989,1
20001,4990,1
20001,4991,1
20001,4992,1
20001,4993,1
20001,4994,1
20001,4995,1
20001,4996,1
20001,4997,1
20001,4998,1
20001,4999,1
20001,5000,1
20001,5001,1
20001,5002,1
20001,5003,1
20001,5004,1
20001,5005,1
20001,5006,1
20001,5007,1
20001,5008,1
20001,5009,1
20001,5010,1
20001,5011,1
20001,5012,1
20001,5013,1
20001,5014,1
20001,5015,1
20001,5016,1
20001,5017,1
20001,5018,1
20001,5019,1
20001,5020,1
20001,5021,1
20001,5022,1
20001,5023,1
20001,5024,1
20001,5025,1
20001,5026,1
20001,5027,1
20001,5028,1
20001,5029,1
20001,5030,1
20001,5031,1
20001,5032,1
20001,5033,1
20001,5034,1
20001,5035,1
20001,5036,1
20001,5037,1
20001,5038,1
20001,5039,1
20001,5040,1
20001,5041,1
20001,5042,1
20001,5043,1
20001,5044,1
20001,5045,1
20001,5046,1
20001,5047,1
20001,5048,1
20001,5049,1
20001,5050,1
20001,5051,1
20001,5052,1
20001,5053,1
20001,5054,1
20001,5055,1
20001,5056,1
20001,5057,1
20001,5058,1
20001,5059,1
20001,5060,1
20001,5061,1
20001,5062,1
20001,5063,1
20001,5064,1
20001,5065,1
20001,5066,1
20001,5067,1
20001,5068,1
20001,5069,1
20001,5070,1
20001,5071,1
20001,5072,1
20001,5073,1
20001,5074,1
20001,5075,1
20001,5076,1
20001,5077,1
20001,5078,1
20001,5079,1
20001,5080,1
20001,5081,1
20001,5082,1
20001,5083,1
20001,5084,1
20001,5085,1
20001,5086,1
20001,5087,1
20001,5088,1
20001,5089,1
20001,5090,1
20001,5091,1
20001,5092,1
20001,5093,1
20001,5094,1
20001,5095,1
20001,5096,1
20001,5097,1
20001,5098,1
20001,5099,1
20001,5100,1
20001,5101,1
20001,5102,1
20001,5103,1
20001,5104,1
20001,5105,1
20001,5106,1
20001,5107,1
20001,5108,1
20001,5109,1
20001,5110,1
20001,5111,1
20001,5112,1
20001,5113,1
20001,5114,1
20001,5115,1
20001,5116,1
20001,5117,1
20001,5118,1
20001,5119,1
20001,5120,1
20001,5121,1
20001,5122,1
20001,5123,1
20001,5124,1
20001,5125,1
20001,5126,1
20001,5127,1
20001,5128,1
20001,5129,1
20001,5130,1
20001,5131,1
20001,5132,1
20001,5133,1
20001,5134,1
20001,5135,1
20001,5136,1
20001,5137,1
20001,5138,1
20001,5139,1
20001,5140,1
20001,5141,1
20001,5142,1
20001,5143,1
20001,5144,1
20001,5145,1
