From,Directorate,Department,year,Len
CLARKE Rory,PAC,CEU,2010,8171
CLARKE Rory,PAC,CEU,2010,5481
CLARKE Rory,PAC,CEU,2010,1340
CLARKE Rory,PAC,CEU,2010,5638
CLARKE Rory,PAC,CEU,2010,951
CLARKE Rory,PAC,CEU,2010,3655
CLARKE Rory,PAC,CEU,2010,377
CLARKE Rory,PAC,CEU,2010,1695
CLARKE Rory,PAC,CEU,2010,1351
CLARKE Rory,PAC,CEU,2010,4038
CLARKE Rory,PAC,CEU,2010,5047
CLARKE Rory,PAC,CEU,2010,282
CLARKE Rory,PAC,CEU,2010,1389
CLARKE Rory,PAC,CEU,2010,2808
CLARKE Rory,PAC,CEU,2010,4492
CLARKE Rory,PAC,CEU,2010,806
CLARKE Rory,PAC,CEU,2010,235
CLARKE Rory,PAC,CEU,2010,2983
CLARKE Rory,PAC,CEU,2010,3808
CLARKE Rory,PAC,CEU,2010,4253
CLARKE Rory,PAC,CEU,2010,3550
CLARKE Rory,PAC,CEU,2010,4300
CLARKE Rory,PAC,CEU,2010,3880
CLARKE Rory,PAC,CEU,2010,2125
CLARKE Rory,PAC,CEU,2010,923
CLARKE Rory,PAC,CEU,2010,652
CLARKE Rory,PAC,CEU,2010,3159
CLARKE Rory,PAC,CEU,2010,3129
CLARKE Rory,PAC,CEU,2010,1287
CLARKE Rory,PAC,CEU,2010,2630
CLARKE Rory,PAC,CEU,2010,661
CLARKE Rory,PAC,CEU,2010,1011
CLARKE Rory,PAC,CEU,2010,676
CLARKE Rory,PAC,CEU,2010,10157
CLARKE Rory,PAC,CEU,2010,175
CLARKE Rory,PAC,CEU,2010,671
CLARKE Rory,PAC,CEU,2010,822
CLARKE Rory,PAC,CEU,2010,844
CLARKE Rory,PAC,CEU,2010,3158
CLARKE Rory,PAC,CEU,2010,3445
CLARKE Rory,PAC,CEU,2010,3629
CLARKE Rory,PAC,CEU,2010,3879
CLARKE Rory,PAC,CEU,2010,2410
CLARKE Rory,PAC,CEU,2010,4550
CLARKE Rory,PAC,CEU,2010,2583
CLARKE Rory,PAC,CEU,2010,806
CLARKE Rory,PAC,CEU,2010,3535
CLARKE Rory,PAC,CEU,2010,602
CLARKE Rory,PAC,CEU,2010,122
CLARKE Rory,PAC,CEU,2010,1181
CLARKE Rory,PAC,CEU,2010,1546
CLARKE Rory,PAC,CEU,2010,5838
CLARKE Rory,PAC,CEU,2010,2051
CLARKE Rory,PAC,CEU,2010,898
CLARKE Rory,PAC,CEU,2010,1470
CLARKE Rory,PAC,CEU,2010,5237
CLARKE Rory,PAC,CEU,2010,1193
CLARKE Rory,PAC,CEU,2010,477
CLARKE Rory,PAC,CEU,2010,1874
CLARKE Rory,PAC,CEU,2010,2775
CLARKE Rory,PAC,CEU,2010,1317
CLARKE Rory,PAC,CEU,2010,2713
CLARKE Rory,PAC,CEU,2010,768
CLARKE Rory,PAC,CEU,2010,822
CLARKE Rory,PAC,CEU,2010,5281
CLARKE Rory,PAC,CEU,2010,48
CLARKE Rory,PAC,CEU,2010,741
CLARKE Rory,PAC,CEU,2010,6672
CLARKE Rory,PAC,CEU,2010,281
CLARKE Rory,PAC,CEU,2010,274
CLARKE Rory,PAC,CEU,2010,262
CLARKE Rory,PAC,CEU,2010,550
CLARKE Rory,PAC,CEU,2010,1035
CLARKE Rory,PAC,CEU,2010,1576
CLARKE Rory,PAC,CEU,2010,1507
CLARKE Rory,PAC,CEU,2010,863
CLARKE Rory,PAC,CEU,2010,1937
CLARKE Rory,PAC,CEU,2010,2494
CLARKE Rory,PAC,CEU,2010,3452
CLARKE Rory,PAC,CEU,2010,4239
CLARKE Rory,PAC,CEU,2010,282
CLARKE Rory,PAC,CEU,2010,6832
CLARKE Rory,PAC,CEU,2010,4683
CLARKE Rory,PAC,CEU,2010,139
CLARKE Rory,PAC,CEU,2010,93
CLARKE Rory,PAC,CEU,2010,864
CLARKE Rory,PAC,CEU,2010,2539
CLARKE Rory,PAC,CEU,2010,659
CLARKE Rory,PAC,CEU,2010,1662
CLARKE Rory,PAC,CEU,2010,2374
CLARKE Rory,PAC,CEU,2010,1581
CLARKE Rory,PAC,CEU,2010,2777
CLARKE Rory,PAC,CEU,2010,5483
CLARKE Rory,PAC,CEU,2010,6238
CLARKE Rory,PAC,CEU,2010,2027
CLARKE Rory,PAC,CEU,2010,2261
CLARKE Rory,PAC,CEU,2010,2401
CLARKE Rory,PAC,CEU,2010,4086
CLARKE Rory,PAC,CEU,2010,5117
CLARKE Rory,PAC,CEU,2010,3279
CLARKE Rory,PAC,CEU,2010,1842
CLARKE Rory,PAC,CEU,2010,5065
CLARKE Rory,PAC,CEU,2010,847
CLARKE Rory,PAC,CEU,2010,1777
CLARKE Rory,PAC,CEU,2010,595
CLARKE Rory,PAC,CEU,2010,1042
CLARKE Rory,PAC,CEU,2010,779
CLARKE Rory,PAC,CEU,2010,124
CLARKE Rory,PAC,CEU,2010,2401
CLARKE Rory,PAC,CEU,2010,346
CLARKE Rory,PAC,CEU,2010,636
CLARKE Rory,PAC,CEU,2010,947
CLARKE Rory,PAC,CEU,2010,1510
CLARKE Rory,PAC,CEU,2010,2631
CLARKE Rory,PAC,CEU,2010,989
CLARKE Rory,PAC,CEU,2010,79
CLARKE Rory,PAC,CEU,2010,1523
CLARKE Rory,PAC,CEU,2010,400
CLARKE Rory,PAC,CEU,2010,492
CLARKE Rory,PAC,CEU,2010,937
CLARKE Rory,PAC,CEU,2010,2274
CLARKE Rory,PAC,CEU,2010,229
CLARKE Rory,PAC,CEU,2010,406
CLARKE Rory,PAC,CEU,2010,2796
CLARKE Rory,PAC,CEU,2010,3530
CLARKE Rory,PAC,CEU,2010,530
CLARKE Rory,PAC,CEU,2010,478
CLARKE Rory,PAC,CEU,2010,10477
CLARKE Rory,PAC,CEU,2010,8745
CLARKE Rory,PAC,CEU,2010,353
CLARKE Rory,PAC,CEU,2010,1787
CLARKE Rory,PAC,CEU,2010,2303
CLARKE Rory,PAC,CEU,2010,1566
CLARKE Rory,PAC,CEU,2010,2165
CLARKE Rory,PAC,CEU,2010,319
CLARKE Rory,PAC,CEU,2010,412
CLARKE Rory,PAC,CEU,2010,1823
CLARKE Rory,PAC,CEU,2010,1710
CLARKE Rory,PAC,CEU,2010,2897
CLARKE Rory,PAC,CEU,2010,3136
CLARKE Rory,PAC,CEU,2010,3267
CLARKE Rory,PAC,CEU,2010,3605
CLARKE Rory,PAC,CEU,2010,4173
CLARKE Rory,PAC,CEU,2010,813
CLARKE Rory,PAC,CEU,2010,347
CLARKE Rory,PAC,CEU,2010,819
CLARKE Rory,PAC,CEU,2010,365
CLARKE Rory,PAC,CEU,2010,2341
CLARKE Rory,PAC,CEU,2010,4397
CLARKE Rory,PAC,CEU,2010,1999
CLARKE Rory,PAC,CEU,2010,2243
CLARKE Rory,PAC,CEU,2010,4747
CLARKE Rory,PAC,CEU,2010,1553
CLARKE Rory,PAC,CEU,2010,1837
CLARKE Rory,PAC,CEU,2010,155
CLARKE Rory,PAC,CEU,2010,430
CLARKE Rory,PAC,CEU,2010,309
CLARKE Rory,PAC,CEU,2010,1164
CLARKE Rory,PAC,CEU,2010,396
CLARKE Rory,PAC,CEU,2010,326
CLARKE Rory,PAC,CEU,2010,1974
CLARKE Rory,PAC,CEU,2010,1964
CLARKE Rory,PAC,CEU,2010,1989
CLARKE Rory,PAC,CEU,2010,3165
CLARKE Rory,PAC,CEU,2010,3392
CLARKE Rory,PAC,CEU,2010,2326
CLARKE Rory,PAC,CEU,2010,1835
CLARKE Rory,PAC,CEU,2010,2881
CLARKE Rory,PAC,CEU,2010,3129
CLARKE Rory,PAC,CEU,2011,1061
CLARKE Rory,PAC,CEU,2011,2726
CLARKE Rory,PAC,CEU,2011,105
CLARKE Rory,PAC,CEU,2011,3310
CLARKE Rory,PAC,CEU,2011,105
CLARKE Rory,PAC,CEU,2011,4087
CLARKE Rory,PAC,CEU,2011,4109
CLARKE Rory,PAC,CEU,2011,4735
CLARKE Rory,PAC,CEU,2011,4973
CLARKE Rory,PAC,CEU,2011,831
CLARKE Rory,PAC,CEU,2011,4420
CLARKE Rory,PAC,CEU,2011,1414
CLARKE Rory,PAC,CEU,2011,2122
CLARKE Rory,PAC,CEU,2011,2900
CLARKE Rory,PAC,CEU,2011,3171
CLARKE Rory,PAC,CEU,2011,1148
CLARKE Rory,PAC,CEU,2011,3596
CLARKE Rory,PAC,CEU,2011,249
CLARKE Rory,PAC,CEU,2011,823
CLARKE Rory,PAC,CEU,2011,436
CLARKE Rory,PAC,CEU,2011,1093
CLARKE Rory,PAC,CEU,2011,2021
CLARKE Rory,PAC,CEU,2011,1198
CLARKE Rory,PAC,CEU,2011,377
CLARKE Rory,PAC,CEU,2011,365
CLARKE Rory,PAC,CEU,2011,1069
CLARKE Rory,PAC,CEU,2011,2554
CLARKE Rory,PAC,CEU,2011,1055
CLARKE Rory,PAC,CEU,2011,3874
CLARKE Rory,PAC,CEU,2011,8510
CLARKE Rory,PAC,CEU,2011,1908
CLARKE Rory,PAC,CEU,2011,437
CLARKE Rory,PAC,CEU,2011,2375
CLARKE Rory,PAC,CEU,2011,1138
CLARKE Rory,PAC,CEU,2011,2501
CLARKE Rory,PAC,CEU,2011,421
CLARKE Rory,PAC,CEU,2011,543
CLARKE Rory,PAC,CEU,2011,1197
CLARKE Rory,PAC,CEU,2011,1257
CLARKE Rory,PAC,CEU,2011,300
CLARKE Rory,PAC,CEU,2011,590
CLARKE Rory,PAC,CEU,2011,330
CLARKE Rory,PAC,CEU,2011,941
CLARKE Rory,PAC,CEU,2011,1132
CLARKE Rory,PAC,CEU,2011,1336
CLARKE Rory,PAC,CEU,2011,3173
CLARKE Rory,PAC,CEU,2011,5204
CLARKE Rory,PAC,CEU,2011,6234
CLARKE Rory,PAC,CEU,2011,6674
CLARKE Rory,PAC,CEU,2011,5303
CLARKE Rory,PAC,CEU,2011,7959
CLARKE Rory,PAC,CEU,2011,3509
CLARKE Rory,PAC,CEU,2011,4192
CLARKE Rory,PAC,CEU,2011,4534
CLARKE Rory,PAC,CEU,2011,298
CLARKE Rory,PAC,CEU,2011,3890
CLARKE Rory,PAC,CEU,2011,4136
CLARKE Rory,PAC,CEU,2011,131
CLARKE Rory,PAC,CEU,2011,1758
CLARKE Rory,PAC,CEU,2011,1609
CLARKE Rory,PAC,CEU,2011,3487
CLARKE Rory,PAC,CEU,2011,147
CLARKE Rory,PAC,CEU,2011,725
CLARKE Rory,PAC,CEU,2011,1136
CLARKE Rory,PAC,CEU,2011,2995
CLARKE Rory,PAC,CEU,2011,2884
CLARKE Rory,PAC,CEU,2011,4437
CLARKE Rory,PAC,CEU,2011,90
CLARKE Rory,PAC,CEU,2011,1159
CLARKE Rory,PAC,CEU,2011,7263
CLARKE Rory,PAC,CEU,2011,5867
CLARKE Rory,PAC,CEU,2011,2572
CLARKE Rory,PAC,CEU,2011,6123
CLARKE Rory,PAC,CEU,2011,5602
CLARKE Rory,PAC,CEU,2011,518
CLARKE Rory,PAC,CEU,2011,83
CLARKE Rory,PAC,CEU,2011,896
CLARKE Rory,PAC,CEU,2011,297
CLARKE Rory,PAC,CEU,2011,5644
CLARKE Rory,PAC,CEU,2011,1380
CLARKE Rory,PAC,CEU,2011,6679
CLARKE Rory,PAC,CEU,2011,2348
CLARKE Rory,PAC,CEU,2011,2749
CLARKE Rory,PAC,CEU,2011,71
CLARKE Rory,PAC,CEU,2011,2269
CLARKE Rory,PAC,CEU,2011,1919
CLARKE Rory,PAC,CEU,2011,2311
CLARKE Rory,PAC,CEU,2011,1228
CLARKE Rory,PAC,CEU,2011,2845
CLARKE Rory,PAC,CEU,2011,3662
CLARKE Rory,PAC,CEU,2011,1726
CLARKE Rory,PAC,CEU,2011,300
CLARKE Rory,PAC,CEU,2011,3808
CLARKE Rory,PAC,CEU,2011,3745
CLARKE Rory,PAC,CEU,2011,4400
CLARKE Rory,PAC,CEU,2011,865
CLARKE Rory,PAC,CEU,2011,8983
CLARKE Rory,PAC,CEU,2011,5571
CLARKE Rory,PAC,CEU,2011,1643
CLARKE Rory,PAC,CEU,2011,7689
CLARKE Rory,PAC,CEU,2011,7152
CLARKE Rory,PAC,CEU,2011,8391
CLARKE Rory,PAC,CEU,2011,8273
CLARKE Rory,PAC,CEU,2011,2647
CLARKE Rory,PAC,CEU,2011,8949
CLARKE Rory,PAC,CEU,2011,9786
CLARKE Rory,PAC,CEU,2011,8912
CLARKE Rory,PAC,CEU,2011,3538
CLARKE Rory,PAC,CEU,2011,3641
CLARKE Rory,PAC,CEU,2011,4509
CLARKE Rory,PAC,CEU,2011,5173
CLARKE Rory,PAC,CEU,2011,5077
CLARKE Rory,PAC,CEU,2011,5026
CLARKE Rory,PAC,CEU,2011,3586
CLARKE Rory,PAC,CEU,2011,5617
CLARKE Rory,PAC,CEU,2011,6355
CLARKE Rory,PAC,CEU,2011,13305
CLARKE Rory,PAC,CEU,2011,3735
CLARKE Rory,PAC,CEU,2011,5815
CLARKE Rory,PAC,CEU,2011,6260
CLARKE Rory,PAC,CEU,2011,6474
CLARKE Rory,PAC,CEU,2011,6308
CLARKE Rory,PAC,CEU,2011,272
CLARKE Rory,PAC,CEU,2011,13731
CLARKE Rory,PAC,CEU,2011,14816
CLARKE Rory,PAC,CEU,2011,15397
CLARKE Rory,PAC,CEU,2011,15505
CLARKE Rory,PAC,CEU,2011,7266
CLARKE Rory,PAC,CEU,2011,8604
CLARKE Rory,PAC,CEU,2011,10021
CLARKE Rory,PAC,CEU,2011,1781
CLARKE Rory,PAC,CEU,2011,1819
CLARKE Rory,PAC,CEU,2011,2259
CLARKE Rory,PAC,CEU,2011,1401
CLARKE Rory,PAC,CEU,2011,2033
CLARKE Rory,PAC,CEU,2011,1015
CLARKE Rory,PAC,CEU,2011,3401
CLARKE Rory,PAC,CEU,2011,4107
CLARKE Rory,PAC,CEU,2011,4312
CLARKE Rory,PAC,CEU,2011,4769
CLARKE Rory,PAC,CEU,2011,6089
CLARKE Rory,PAC,CEU,2011,6936
CLARKE Rory,PAC,CEU,2011,6738
CLARKE Rory,PAC,CEU,2011,5387
CLARKE Rory,PAC,CEU,2011,72
CLARKE Rory,PAC,CEU,2011,1831
CLARKE Rory,PAC,CEU,2011,6709
CLARKE Rory,PAC,CEU,2011,5579
CLARKE Rory,PAC,CEU,2011,788
CLARKE Rory,PAC,CEU,2011,1021
CLARKE Rory,PAC,CEU,2011,2237
CLARKE Rory,PAC,CEU,2011,2452
CLARKE Rory,PAC,CEU,2011,2727
CLARKE Rory,PAC,CEU,2011,2431
CLARKE Rory,PAC,CEU,2011,2792
CLARKE Rory,PAC,CEU,2011,490
CLARKE Rory,PAC,CEU,2011,1038
CLARKE Rory,PAC,CEU,2011,1387
CLARKE Rory,PAC,CEU,2011,3172
CLARKE Rory,PAC,CEU,2011,1343
CLARKE Rory,PAC,CEU,2011,2053
CLARKE Rory,PAC,CEU,2011,222
CLARKE Rory,PAC,CEU,2011,156
CLARKE Rory,PAC,CEU,2011,689
CLARKE Rory,PAC,CEU,2011,539
CLARKE Rory,PAC,CEU,2011,1213
CLARKE Rory,PAC,CEU,2011,177
CLARKE Rory,PAC,CEU,2011,4008
CLARKE Rory,PAC,CEU,2011,217
CLARKE Rory,PAC,CEU,2011,5825
CLARKE Rory,PAC,CEU,2011,5920
CLARKE Rory,PAC,CEU,2011,200
CLARKE Rory,PAC,CEU,2011,267
CLARKE Rory,PAC,CEU,2011,494
CLARKE Rory,PAC,CEU,2011,1050
CLARKE Rory,PAC,CEU,2011,1432
CLARKE Rory,PAC,CEU,2011,735
CLARKE Rory,PAC,CEU,2011,1402
CLARKE Rory,PAC,CEU,2011,2100
CLARKE Rory,PAC,CEU,2011,1593
CLARKE Rory,PAC,CEU,2011,3253
CLARKE Rory,PAC,CEU,2011,2379
CLARKE Rory,PAC,CEU,2011,2340
CLARKE Rory,PAC,CEU,2011,4867
CLARKE Rory,PAC,CEU,2011,6466
CLARKE Rory,PAC,CEU,2011,1674
CLARKE Rory,PAC,CEU,2011,2952
CLARKE Rory,PAC,CEU,2011,83
CLARKE Rory,PAC,CEU,2011,206
CLARKE Rory,PAC,CEU,2011,1061
CLARKE Rory,PAC,CEU,2011,656
CLARKE Rory,PAC,CEU,2011,1119
CLARKE Rory,PAC,CEU,2011,1277
CLARKE Rory,PAC,CEU,2011,553
CLARKE Rory,PAC,CEU,2011,1308
CLARKE Rory,PAC,CEU,2011,1831
CLARKE Rory,PAC,CEU,2011,1818
CLARKE Rory,PAC,CEU,2011,1658
CLARKE Rory,PAC,CEU,2011,2015
CLARKE Rory,PAC,CEU,2011,1215
CLARKE Rory,PAC,CEU,2011,1767
CLARKE Rory,PAC,CEU,2011,866
CLARKE Rory,PAC,CEU,2011,1149
CLARKE Rory,PAC,CEU,2011,1820
CLARKE Rory,PAC,CEU,2011,1481
CLARKE Rory,PAC,CEU,2011,1671
CLARKE Rory,PAC,CEU,2011,542
CLARKE Rory,PAC,CEU,2011,1702
CLARKE Rory,PAC,CEU,2011,2537
CLARKE Rory,PAC,CEU,2011,4070
CLARKE Rory,PAC,CEU,2011,3219
CLARKE Rory,PAC,CEU,2011,1687
CLARKE Rory,PAC,CEU,2011,341
CLARKE Rory,PAC,CEU,2011,4085
CLARKE Rory,PAC,CEU,2011,6130
CLARKE Rory,PAC,CEU,2011,391
CLARKE Rory,PAC,CEU,2011,2777
CLARKE Rory,PAC,CEU,2011,2802
CLARKE Rory,PAC,CEU,2011,6293
CLARKE Rory,PAC,CEU,2011,3571
CLARKE Rory,PAC,CEU,2011,595
CLARKE Rory,PAC,CEU,2011,1952
CLARKE Rory,PAC,CEU,2011,6602
CLARKE Rory,PAC,CEU,2011,7467
CLARKE Rory,PAC,CEU,2011,688
CLARKE Rory,PAC,CEU,2011,1194
CLARKE Rory,PAC,CEU,2011,955
CLARKE Rory,PAC,CEU,2011,1133
CLARKE Rory,PAC,CEU,2011,2235
CLARKE Rory,PAC,CEU,2011,1258
CLARKE Rory,PAC,CEU,2011,11667
CLARKE Rory,PAC,CEU,2011,408
CLARKE Rory,PAC,CEU,2011,2363
CLARKE Rory,PAC,CEU,2011,289
CLARKE Rory,PAC,CEU,2011,698
CLARKE Rory,PAC,CEU,2011,3649
CLARKE Rory,PAC,CEU,2011,11663
CLARKE Rory,PAC,CEU,2011,4124
CLARKE Rory,PAC,CEU,2011,12673
CLARKE Rory,PAC,CEU,2011,4130
CLARKE Rory,PAC,CEU,2011,4243
CLARKE Rory,PAC,CEU,2011,900
CLARKE Rory,PAC,CEU,2011,390
CLARKE Rory,PAC,CEU,2011,1226
CLARKE Rory,PAC,CEU,2011,699
CLARKE Rory,PAC,CEU,2011,1562
CLARKE Rory,PAC,CEU,2011,1025
CLARKE Rory,PAC,CEU,2011,326
CLARKE Rory,PAC,CEU,2011,1908
CLARKE Rory,PAC,CEU,2011,553
CLARKE Rory,PAC,CEU,2011,1407
CLARKE Rory,PAC,CEU,2011,1605
CLARKE Rory,PAC,CEU,2011,2814
CLARKE Rory,PAC,CEU,2011,3564
CLARKE Rory,PAC,CEU,2011,626
CLARKE Rory,PAC,CEU,2011,606
CLARKE Rory,PAC,CEU,2011,1121
CLARKE Rory,PAC,CEU,2011,1675
CLARKE Rory,PAC,CEU,2011,644
CLARKE Rory,PAC,CEU,2011,1164
CLARKE Rory,PAC,CEU,2011,1860
CLARKE Rory,PAC,CEU,2011,1035
CLARKE Rory,PAC,CEU,2011,952
CLARKE Rory,PAC,CEU,2011,395
CLARKE Rory,PAC,CEU,2011,452
CLARKE Rory,PAC,CEU,2011,6616
CLARKE Rory,PAC,CEU,2011,8474
CLARKE Rory,PAC,CEU,2011,2093
CLARKE Rory,PAC,CEU,2011,2550
CLARKE Rory,PAC,CEU,2011,977
CLARKE Rory,PAC,CEU,2011,3064
CLARKE Rory,PAC,CEU,2011,2480
CLARKE Rory,PAC,CEU,2011,2949
CLARKE Rory,PAC,CEU,2011,2393
CLARKE Rory,PAC,CEU,2011,4006
CLARKE Rory,PAC,CEU,2011,3046
CLARKE Rory,PAC,CEU,2011,455
CLARKE Rory,PAC,CEU,2011,703
CLARKE Rory,PAC,CEU,2011,3148
CLARKE Rory,PAC,CEU,2011,2780
CLARKE Rory,PAC,CEU,2011,1479
CLARKE Rory,PAC,CEU,2011,2564
CLARKE Rory,PAC,CEU,2011,2269
CLARKE Rory,PAC,CEU,2011,3632
CLARKE Rory,PAC,CEU,2011,3082
CLARKE Rory,PAC,CEU,2011,2447
CLARKE Rory,PAC,CEU,2011,223
CLARKE Rory,PAC,CEU,2011,5359
CLARKE Rory,PAC,CEU,2011,6848
CLARKE Rory,PAC,CEU,2011,2303
CLARKE Rory,PAC,CEU,2011,2519
CLARKE Rory,PAC,CEU,2011,3046
CLARKE Rory,PAC,CEU,2011,3896
CLARKE Rory,PAC,CEU,2011,2739
CLARKE Rory,PAC,CEU,2011,1331
CLARKE Rory,PAC,CEU,2011,4668
CLARKE Rory,PAC,CEU,2011,5129
CLARKE Rory,PAC,CEU,2011,3513
CLARKE Rory,PAC,CEU,2011,2031
CLARKE Rory,PAC,CEU,2011,3183
CLARKE Rory,PAC,CEU,2011,682
CLARKE Rory,PAC,CEU,2011,5581
CLARKE Rory,PAC,CEU,2011,6360
CLARKE Rory,PAC,CEU,2011,937
CLARKE Rory,PAC,CEU,2011,3651
CLARKE Rory,PAC,CEU,2011,6727
CLARKE Rory,PAC,CEU,2011,7354
CLARKE Rory,PAC,CEU,2011,771
CLARKE Rory,PAC,CEU,2011,1857
CLARKE Rory,PAC,CEU,2011,545
CLARKE Rory,PAC,CEU,2011,4035
CLARKE Rory,PAC,CEU,2011,4670
CLARKE Rory,PAC,CEU,2011,3644
CLARKE Rory,PAC,CEU,2011,102
CLARKE Rory,PAC,CEU,2011,1619
CLARKE Rory,PAC,CEU,2011,787
CLARKE Rory,PAC,CEU,2011,1181
CLARKE Rory,PAC,CEU,2011,3720
CLARKE Rory,PAC,CEU,2011,4133
CLARKE Rory,PAC,CEU,2011,1065
CLARKE Rory,PAC,CEU,2011,773
CLARKE Rory,PAC,CEU,2011,1234
CLARKE Rory,PAC,CEU,2011,1501
CLARKE Rory,PAC,CEU,2011,2725
CLARKE Rory,PAC,CEU,2011,3423
CLARKE Rory,PAC,CEU,2011,4936
CLARKE Rory,PAC,CEU,2011,1231
CLARKE Rory,PAC,CEU,2011,1774
CLARKE Rory,PAC,CEU,2011,490
CLARKE Rory,PAC,CEU,2011,1127
CLARKE Rory,PAC,CEU,2011,4654
CLARKE Rory,PAC,CEU,2011,1680
CLARKE Rory,PAC,CEU,2011,162
CLARKE Rory,PAC,CEU,2011,801
CLARKE Rory,PAC,CEU,2011,2775
CLARKE Rory,PAC,CEU,2011,3133
CLARKE Rory,PAC,CEU,2011,1410
CLARKE Rory,PAC,CEU,2011,2168
CLARKE Rory,PAC,CEU,2011,1676
CLARKE Rory,PAC,CEU,2011,2454
CLARKE Rory,PAC,CEU,2011,2005
CLARKE Rory,PAC,CEU,2011,645
CLARKE Rory,PAC,CEU,2011,89
CLARKE Rory,PAC,CEU,2011,965
CLARKE Rory,PAC,CEU,2011,1017
CLARKE Rory,PAC,CEU,2011,1972
CLARKE Rory,PAC,CEU,2011,29
CLARKE Rory,PAC,CEU,2011,606
CLARKE Rory,PAC,CEU,2011,1264
CLARKE Rory,PAC,CEU,2011,278
CLARKE Rory,PAC,CEU,2011,2734
CLARKE Rory,PAC,CEU,2011,5145
CLARKE Rory,PAC,CEU,2011,101
CLARKE Rory,PAC,CEU,2011,5650
CLARKE Rory,PAC,CEU,2011,2476
CLARKE Rory,PAC,CEU,2011,6477
CLARKE Rory,PAC,CEU,2011,1026
CLARKE Rory,PAC,CEU,2011,1631
CLARKE Rory,PAC,CEU,2011,2436
CLARKE Rory,PAC,CEU,2011,173
CLARKE Rory,PAC,CEU,2011,228
CLARKE Rory,PAC,CEU,2011,1426
CLARKE Rory,PAC,CEU,2011,1571
CLARKE Rory,PAC,CEU,2011,2222
CLARKE Rory,PAC,CEU,2011,3060
CLARKE Rory,PAC,CEU,2011,1359
CLARKE Rory,PAC,CEU,2011,1863
CLARKE Rory,PAC,CEU,2011,83
CLARKE Rory,PAC,CEU,2011,904
CLARKE Rory,PAC,CEU,2011,1525
CLARKE Rory,PAC,CEU,2011,2204
CLARKE Rory,PAC,CEU,2011,2888
CLARKE Rory,PAC,CEU,2011,72
CLARKE Rory,PAC,CEU,2011,2179
CLARKE Rory,PAC,CEU,2011,2600
CLARKE Rory,PAC,CEU,2011,886
CLARKE Rory,PAC,CEU,2011,2045
CLARKE Rory,PAC,CEU,2011,1339
CLARKE Rory,PAC,CEU,2011,805
CLARKE Rory,PAC,CEU,2011,1755
CLARKE Rory,PAC,CEU,2011,1751
CLARKE Rory,PAC,CEU,2011,2410
CLARKE Rory,PAC,CEU,2011,373
CLARKE Rory,PAC,CEU,2011,612
CLARKE Rory,PAC,CEU,2011,3742
CLARKE Rory,PAC,CEU,2011,3781
CLARKE Rory,PAC,CEU,2011,4824
CLARKE Rory,PAC,CEU,2011,4300
CLARKE Rory,PAC,CEU,2011,5363
CLARKE Rory,PAC,CEU,2011,5665
CLARKE Rory,PAC,CEU,2011,6157
CLARKE Rory,PAC,CEU,2011,77
CLARKE Rory,PAC,CEU,2011,6182
CLARKE Rory,PAC,CEU,2011,5930
CLARKE Rory,PAC,CEU,2011,2135
CLARKE Rory,PAC,CEU,2011,4607
CLARKE Rory,PAC,CEU,2011,2856
CLARKE Rory,PAC,CEU,2011,5425
CLARKE Rory,PAC,CEU,2011,1262
CLARKE Rory,PAC,CEU,2011,1684
CLARKE Rory,PAC,CEU,2011,1684
CLARKE Rory,PAC,CEU,2011,2963
CLARKE Rory,PAC,CEU,2011,5718
CLARKE Rory,PAC,CEU,2011,401
CLARKE Rory,PAC,CEU,2011,3015
CLARKE Rory,PAC,CEU,2011,292
CLARKE Rory,PAC,CEU,2011,1328
CLARKE Rory,PAC,CEU,2011,1133
CLARKE Rory,PAC,CEU,2011,1458
CLARKE Rory,PAC,CEU,2011,9566
CLARKE Rory,PAC,CEU,2011,444
CLARKE Rory,PAC,CEU,2011,4823
CLARKE Rory,PAC,CEU,2011,356
CLARKE Rory,PAC,CEU,2011,1347
CLARKE Rory,PAC,CEU,2011,349
CLARKE Rory,PAC,CEU,2011,1650
CLARKE Rory,PAC,CEU,2011,3189
CLARKE Rory,PAC,CEU,2011,1297
CLARKE Rory,PAC,CEU,2011,203
CLARKE Rory,PAC,CEU,2011,242
CLARKE Rory,PAC,CEU,2011,4229
CLARKE Rory,PAC,CEU,2011,4952
CLARKE Rory,PAC,CEU,2011,10721
CLARKE Rory,PAC,CEU,2011,1383
CLARKE Rory,PAC,CEU,2011,2608
CLARKE Rory,PAC,CEU,2011,730
CLARKE Rory,PAC,CEU,2011,864
CLARKE Rory,PAC,CEU,2011,2822
CLARKE Rory,PAC,CEU,2012,75
CLARKE Rory,PAC,CEU,2012,806
CLARKE Rory,PAC,CEU,2012,1338
CLARKE Rory,PAC,CEU,2012,479
CLARKE Rory,PAC,CEU,2012,504
CLARKE Rory,PAC,CEU,2012,282
CLARKE Rory,PAC,CEU,2012,1335
CLARKE Rory,PAC,CEU,2012,1418
CLARKE Rory,PAC,CEU,2012,3381
CLARKE Rory,PAC,CEU,2012,4105
CLARKE Rory,PAC,CEU,2012,4249
CLARKE Rory,PAC,CEU,2012,2809
CLARKE Rory,PAC,CEU,2012,812
CLARKE Rory,PAC,CEU,2012,11
CLARKE Rory,PAC,CEU,2012,173
CLARKE Rory,PAC,CEU,2012,197
CLARKE Rory,PAC,CEU,2012,1568
CLARKE Rory,PAC,CEU,2012,748
